Product ID,Product Name,Product Category,Product Status,R&D Initiation Date,R&D Stage,Launch Status,Launch Date,PM Name,Product Cost ($)
PROD-11702,CloudEdge,IoT,GA (General Availability),2022-12-31,Concept,Launched,2024-04-12,Kelli Rojas,228511
PROD-11703,CloudEdge,Security,Pilot,2020-11-02,Pre-Launch,Not Launched,2025-02-25,Laurie Carroll,245352
PROD-11704,CloudEdge,Cloud Platform,GA (General Availability),2021-08-10,Prototype,In Pipeline,2023-06-19,Stephanie Petersen,493102
PROD-11705,DataSphere,Analytics,Pilot,2024-06-12,Concept,Not Launched,2023-12-15,Kevin Pineda,402187
PROD-11706,DataSphere,Cloud Platform,Active,2023-09-19,Prototype,Cancelled,2024-04-11,Mrs. Kimberly Hudson,473613
PROD-11707,Insight360,IoT,GA (General Availability),2024-11-01,Concept,Not Launched,2024-11-14,Terry Schroeder,526031
PROD-11708,CoreAnalytics,Analytics,Active,2022-11-16,Testing,Planned,2023-09-22,John Duran,586953
PROD-11709,CoreAnalytics,Security,In Development,2024-10-22,Testing,In Pipeline,2023-10-04,Cynthia Smith,361387
PROD-11710,Insight360,Security,Pilot,2023-06-24,Enhancement,In Pipeline,2025-02-28,Jason Knox,557645
PROD-11711,NetConnect,IoT,GA (General Availability),2025-06-20,Concept,Cancelled,2023-03-08,Mark Williamson,395445
PROD-11712,DataSphere,Networking,In Development,2024-10-09,Pre-Launch,Not Launched,2022-09-23,Matthew Ross,550295
PROD-11713,Insight360,IoT,Retired,2021-01-14,Testing,Launched,2023-06-09,Erin Hughes,367713
PROD-11714,CoreAnalytics,IoT,Retired,2022-03-09,Testing,Cancelled,2025-08-29,Kristen Russell,183122
PROD-11715,CloudEdge,IoT,Retired,2022-11-16,Concept,Not Launched,2024-07-22,Joshua Pacheco,459255
PROD-11716,NetConnect,IoT,Pilot,2025-08-30,Prototype,Cancelled,2023-08-23,Kathryn Mendez,479559
PROD-11717,NetConnect,Networking,Retired,2022-01-26,Enhancement,Launched,2025-06-30,Tiffany Griffin,375169
PROD-11718,CloudEdge,Security,Pilot,2022-04-09,Prototype,Launched,2023-08-08,Ashley Lawrence,520627
PROD-11719,DataSphere,Networking,Active,2021-07-10,Pre-Launch,Launched,2024-02-17,Michele Ramos,195778
PROD-11720,Insight360,Cloud Platform,GA (General Availability),2023-06-11,Concept,Launched,2023-04-11,Gary Lambert,255396
PROD-11721,DataSphere,IoT,In Development,2020-12-21,Enhancement,Launched,2024-10-06,Dylan Butler,230504
PROD-11722,CloudEdge,IoT,GA (General Availability),2022-06-30,Enhancement,Planned,2023-07-25,Michael Fields,452755
PROD-11723,CoreAnalytics,Analytics,Active,2021-10-13,Enhancement,Planned,2025-08-31,Shane Pollard,447908
PROD-11724,NetConnect,Networking,GA (General Availability),2024-12-18,Pre-Launch,In Pipeline,2023-06-13,Brian Martin,337234
PROD-11725,Insight360,Security,Active,2024-03-06,Testing,Cancelled,2022-11-13,Rebekah Chambers,597452
PROD-11726,Insight360,Security,Active,2024-01-10,Concept,Planned,2025-03-13,Matthew Underwood,361381
PROD-11727,CloudEdge,Analytics,Active,2024-03-01,Testing,Launched,2024-10-11,Aaron White,481026
PROD-11728,DataSphere,Cloud Platform,Active,2021-08-23,Pre-Launch,Planned,2025-05-09,Michael Pennington,436796
PROD-11729,NetConnect,Cloud Platform,Retired,2023-04-10,Testing,Not Launched,2023-08-19,Kenneth Atkins,344558
PROD-11730,Insight360,IoT,Retired,2025-01-12,Testing,Cancelled,2025-07-01,Matthew Cruz,161195
PROD-11731,NetConnect,Networking,Active,2025-05-09,Enhancement,Launched,2025-06-18,Joel Arellano,314661
PROD-11732,CloudEdge,Networking,Pilot,2025-02-23,Concept,In Pipeline,2024-12-26,Theresa Franco,375160
PROD-11733,DataSphere,Security,Pilot,2022-07-05,Concept,Planned,2024-11-27,Lauren Bennett,166125
PROD-11734,Insight360,Analytics,GA (General Availability),2023-10-24,Prototype,In Pipeline,2024-10-28,Ariel Lara,339060
PROD-11735,CoreAnalytics,Cloud Platform,In Development,2025-04-19,Prototype,Planned,2024-09-15,Mrs. Lauren Deleon,573116
PROD-11736,Insight360,IoT,Pilot,2022-03-10,Pre-Launch,Launched,2023-06-26,Susan Summers,591658
PROD-11737,CoreAnalytics,Cloud Platform,Active,2023-08-26,Prototype,Launched,2024-12-06,Hector Smith,522274
PROD-11738,DataSphere,IoT,Retired,2022-07-08,Testing,Planned,2023-05-04,Adam Brown,469929
PROD-11739,CloudEdge,Analytics,Retired,2020-10-03,Enhancement,Not Launched,2024-12-30,Michele Jackson,332235
PROD-11740,CloudEdge,Cloud Platform,Active,2020-09-25,Prototype,In Pipeline,2024-04-24,Kelly Krause,515161
PROD-11741,DataSphere,Analytics,Pilot,2024-05-17,Concept,Planned,2023-09-06,Julie Evans,403965
PROD-11742,CloudEdge,IoT,In Development,2025-02-04,Concept,Cancelled,2023-02-28,Joseph Case,217849
PROD-11743,Insight360,Cloud Platform,Active,2025-07-03,Pre-Launch,In Pipeline,2023-12-15,John Chavez,303070
PROD-11744,DataSphere,Networking,Pilot,2024-04-11,Prototype,Cancelled,2024-08-11,Justin Anderson,426226
PROD-11745,DataSphere,Analytics,Active,2022-08-10,Concept,Cancelled,2023-07-15,Mrs. Rachel Davidson,345963
PROD-11746,Insight360,Cloud Platform,Retired,2022-03-15,Enhancement,Planned,2023-07-10,Miss Gina Nichols,297269
PROD-11747,Insight360,Analytics,Pilot,2022-01-31,Prototype,Launched,2022-10-01,Jillian Brady,528461
PROD-11748,Insight360,Networking,In Development,2024-09-29,Prototype,In Pipeline,2023-02-03,Patrick Martinez,520813
PROD-11749,CloudEdge,Analytics,Active,2023-09-15,Pre-Launch,Planned,2024-01-18,Monica Cline,483822
PROD-11750,CloudEdge,Security,Active,2025-03-10,Pre-Launch,Not Launched,2023-01-26,Brooke Brown,162223
PROD-11751,DataSphere,Networking,In Development,2020-11-17,Testing,Not Launched,2024-07-17,Laura Barnes,429927
PROD-11752,NetConnect,Security,Active,2024-10-22,Prototype,Planned,2024-07-14,Karen Fowler,189000
PROD-11753,DataSphere,Cloud Platform,GA (General Availability),2020-09-26,Enhancement,Cancelled,2025-08-29,Robert Armstrong,278728
PROD-11754,CloudEdge,Analytics,In Development,2022-08-13,Concept,Planned,2025-05-24,Micheal Fields,451010
PROD-11755,DataSphere,Networking,Active,2025-04-28,Testing,Cancelled,2025-04-24,Cheryl Smith,492592
PROD-11756,DataSphere,Analytics,In Development,2024-04-03,Concept,Not Launched,2024-07-01,Joshua Murray,395767
PROD-11757,DataSphere,Security,Retired,2024-04-23,Prototype,In Pipeline,2024-12-18,Michael Anthony,504179
PROD-11758,Insight360,Networking,GA (General Availability),2020-12-21,Testing,Cancelled,2022-12-18,David Valdez,281780
PROD-11759,CoreAnalytics,Networking,GA (General Availability),2023-10-30,Testing,Launched,2023-01-22,Angel Haynes,178042
PROD-11760,CloudEdge,Networking,Active,2024-03-09,Testing,Planned,2025-01-13,Christina Tucker,521116
PROD-11761,CloudEdge,Security,Active,2024-12-04,Testing,Planned,2025-03-07,Bradley Malone,344462
PROD-11762,Insight360,Cloud Platform,Active,2021-05-30,Concept,Planned,2023-07-16,Gregory Murray,366464
PROD-11763,CoreAnalytics,Analytics,Retired,2024-06-23,Testing,Cancelled,2023-06-10,Mr. Justin Hahn,372604
PROD-11764,CoreAnalytics,IoT,In Development,2023-01-02,Concept,Launched,2025-04-20,Henry Rivera,420326
PROD-11765,NetConnect,Security,GA (General Availability),2022-05-12,Enhancement,Cancelled,2024-10-10,Diane Wilson,173896
PROD-11766,NetConnect,Analytics,In Development,2024-12-07,Pre-Launch,In Pipeline,2023-08-13,Dustin Mclaughlin,387961
PROD-11767,DataSphere,Cloud Platform,In Development,2023-01-03,Testing,In Pipeline,2023-03-16,Gregory Schneider,469251
PROD-11768,CoreAnalytics,Security,GA (General Availability),2021-10-31,Enhancement,Cancelled,2023-10-28,Gary Booth,462994
PROD-11769,DataSphere,Analytics,Pilot,2024-07-04,Concept,Planned,2024-09-28,Doris Richardson,189494
PROD-11770,CoreAnalytics,Security,In Development,2021-09-01,Pre-Launch,Not Launched,2024-01-14,Mrs. Jocelyn Simmons,230092
PROD-11771,CoreAnalytics,IoT,Retired,2024-05-25,Enhancement,Not Launched,2024-12-23,Lisa Perez,373132
PROD-11772,NetConnect,Cloud Platform,In Development,2023-02-26,Testing,Cancelled,2024-11-24,Rachel Hansen,441892
PROD-11773,NetConnect,Analytics,GA (General Availability),2022-05-09,Testing,Planned,2023-08-06,Sabrina Lee,319029
PROD-11774,NetConnect,IoT,In Development,2021-01-20,Pre-Launch,Launched,2024-02-24,Brian Grant,542610
PROD-11775,CloudEdge,Security,GA (General Availability),2024-05-14,Enhancement,Planned,2024-10-24,Vincent Gibson,520431
PROD-11776,NetConnect,Analytics,In Development,2022-04-02,Pre-Launch,Not Launched,2023-10-13,Lauren Wilson,426143
PROD-11777,CloudEdge,Networking,Active,2024-01-27,Concept,In Pipeline,2023-07-05,Diamond Guerra,540857
PROD-11778,Insight360,Cloud Platform,Retired,2023-06-28,Concept,Cancelled,2023-07-02,Amy Hubbard DDS,330691
PROD-11779,CloudEdge,Analytics,Active,2021-02-12,Enhancement,Launched,2022-12-27,Dustin Allen,564169
PROD-11780,NetConnect,Analytics,GA (General Availability),2022-08-14,Enhancement,Launched,2024-04-17,Jamie James,455648
PROD-11781,Insight360,Analytics,GA (General Availability),2023-11-04,Enhancement,Not Launched,2024-11-08,Nathaniel Adams,495395
PROD-11782,NetConnect,Analytics,In Development,2024-01-14,Testing,Not Launched,2025-01-24,Kevin Garcia,501917
PROD-11783,CoreAnalytics,Security,Pilot,2024-04-11,Prototype,Launched,2022-09-30,Anne Bernard,413989
PROD-11784,NetConnect,Security,Pilot,2022-08-10,Enhancement,In Pipeline,2025-01-05,Gail Hill,585449
PROD-11785,CloudEdge,IoT,Retired,2021-11-23,Pre-Launch,In Pipeline,2023-08-17,Luke Barr,243729
PROD-11786,CloudEdge,IoT,Retired,2025-07-05,Testing,Cancelled,2025-07-04,Melanie Dunn,304446
PROD-11787,CloudEdge,Security,Active,2024-03-23,Prototype,Not Launched,2023-08-12,Mr. Keith Singh,467813
PROD-11788,CoreAnalytics,Cloud Platform,Active,2021-03-14,Concept,Not Launched,2023-01-19,Peter Williams,248816
PROD-11789,CloudEdge,Analytics,Active,2021-01-25,Prototype,Cancelled,2025-02-14,Michelle Knox,443679
PROD-11790,Insight360,Networking,GA (General Availability),2022-10-13,Prototype,Cancelled,2025-05-17,Michael Stewart,408955
PROD-11791,CloudEdge,Analytics,In Development,2024-11-03,Prototype,Cancelled,2024-04-02,Troy Vincent,209115
PROD-11792,Insight360,Cloud Platform,In Development,2024-05-06,Prototype,Launched,2022-10-07,Richard Hughes,355832
PROD-11793,CoreAnalytics,IoT,GA (General Availability),2025-08-13,Concept,Not Launched,2024-02-02,Samantha Graves,520017
PROD-11794,CloudEdge,Analytics,Retired,2022-12-08,Testing,Launched,2023-03-14,Michelle Bishop,396966
PROD-11795,DataSphere,Cloud Platform,Active,2022-05-21,Pre-Launch,Planned,2025-08-18,Chase Boyle,449390
PROD-11796,CoreAnalytics,Networking,GA (General Availability),2025-03-12,Concept,Not Launched,2022-11-23,Seth Miller,283312
PROD-11797,Insight360,Networking,Active,2023-03-14,Prototype,Cancelled,2025-07-15,Laura Rojas,346340
PROD-11798,Insight360,Analytics,Retired,2021-07-22,Pre-Launch,In Pipeline,2024-06-17,Debra Knapp,168635
PROD-11799,DataSphere,Cloud Platform,Retired,2024-08-26,Prototype,Launched,2025-01-23,Joshua Cross,260207
PROD-11800,CloudEdge,Networking,Pilot,2025-03-27,Pre-Launch,In Pipeline,2024-05-03,Anna King,316102
PROD-11801,CoreAnalytics,Cloud Platform,GA (General Availability),2022-09-11,Prototype,In Pipeline,2025-08-12,Anthony Bird,483516
PROD-11802,NetConnect,Networking,Retired,2024-07-07,Testing,Cancelled,2025-01-22,Mark Turner,170763
PROD-11803,NetConnect,Cloud Platform,In Development,2022-05-24,Prototype,Not Launched,2024-11-25,Deborah Bradshaw,391484
PROD-11804,CoreAnalytics,Networking,Active,2024-02-22,Enhancement,Not Launched,2024-04-16,Laura Edwards,503560
PROD-11805,Insight360,Cloud Platform,Retired,2021-02-27,Concept,Launched,2024-11-27,Holly Schneider,264008
PROD-11806,CoreAnalytics,IoT,Active,2023-05-08,Concept,In Pipeline,2022-12-05,Mandy Robinson,197757
PROD-11807,CloudEdge,Networking,Active,2020-12-04,Concept,Planned,2025-06-04,Andrew Berry,594396
PROD-11808,CoreAnalytics,IoT,Active,2021-07-12,Concept,Not Launched,2025-08-27,Susan Crawford,562574
PROD-11809,Insight360,Networking,Pilot,2022-03-12,Testing,In Pipeline,2024-12-13,Andrew Lopez,218276
PROD-11810,CoreAnalytics,Security,Active,2023-03-06,Enhancement,In Pipeline,2022-11-03,Matthew Walker,430501
PROD-11811,Insight360,Networking,Pilot,2022-02-24,Concept,Cancelled,2025-03-14,Adam Newman,508598
PROD-11812,CoreAnalytics,Cloud Platform,GA (General Availability),2022-03-07,Concept,Cancelled,2022-10-21,Shannon Hamilton,427157
PROD-11813,DataSphere,Analytics,Active,2022-04-08,Prototype,Launched,2024-02-05,April Hatfield,574856
PROD-11814,NetConnect,Analytics,Active,2024-05-20,Testing,Planned,2023-02-02,Amanda Oliver,188377
PROD-11815,NetConnect,Analytics,Retired,2023-10-11,Prototype,Planned,2025-01-11,Derek Saunders,317998
PROD-11816,Insight360,Analytics,Retired,2022-11-01,Testing,In Pipeline,2022-09-08,Charles Cochran,421565
PROD-11817,DataSphere,Analytics,Active,2022-07-28,Pre-Launch,In Pipeline,2022-12-15,Melanie Hahn,249897
PROD-11818,Insight360,IoT,Retired,2022-07-05,Enhancement,In Pipeline,2023-12-24,Brittney Patterson,599285
PROD-11819,DataSphere,Analytics,Active,2022-10-12,Concept,Launched,2025-05-30,Mark Henderson,363364
PROD-11820,Insight360,Security,GA (General Availability),2025-03-13,Concept,Planned,2023-11-17,Jessica Gregory,324725
PROD-11821,CoreAnalytics,Analytics,Pilot,2025-06-10,Concept,Not Launched,2023-07-22,Carl Hamilton,312292
PROD-11822,NetConnect,Networking,Retired,2021-11-01,Pre-Launch,Planned,2024-09-15,Dr. Steven Barrett,227576
PROD-11823,DataSphere,IoT,Retired,2023-11-17,Testing,In Pipeline,2024-11-18,Jessica Hamilton,172646
PROD-11824,NetConnect,Networking,Retired,2024-09-02,Prototype,Planned,2024-08-06,John Villanueva,558436
PROD-11825,Insight360,Networking,Active,2024-06-15,Prototype,In Pipeline,2024-04-18,David Bailey,359065
PROD-11826,CoreAnalytics,Security,Pilot,2025-03-06,Testing,Cancelled,2024-12-12,Alexandria Smith,334535
PROD-11827,NetConnect,IoT,Retired,2023-06-11,Enhancement,In Pipeline,2023-08-16,David Diaz MD,561849
PROD-11828,CloudEdge,IoT,Retired,2022-03-20,Prototype,Cancelled,2022-09-11,Tiffany Moore,539622
PROD-11829,Insight360,Security,In Development,2021-07-10,Prototype,In Pipeline,2023-08-11,Victor Edwards,486076
PROD-11830,NetConnect,Cloud Platform,Active,2023-11-27,Testing,In Pipeline,2022-11-04,Marisa Brown,468644
PROD-11831,NetConnect,IoT,In Development,2021-02-06,Prototype,Launched,2024-04-09,Rebecca Lee,296567
PROD-11832,DataSphere,Analytics,Retired,2022-03-06,Prototype,Cancelled,2023-03-16,Amy Stafford,477853
PROD-11833,CloudEdge,IoT,Active,2024-04-28,Pre-Launch,Planned,2024-09-24,John Reynolds,408813
PROD-11834,CoreAnalytics,Cloud Platform,Active,2025-05-02,Testing,Launched,2025-05-26,Christine Benson,264351
PROD-11835,CoreAnalytics,Cloud Platform,GA (General Availability),2021-12-01,Testing,Planned,2024-09-14,Noah Crawford,581030
PROD-11836,Insight360,Analytics,Retired,2022-10-02,Prototype,Planned,2023-12-23,Kevin Reese,263536
PROD-11837,CloudEdge,Security,Active,2025-02-03,Pre-Launch,Planned,2024-02-02,Jordan Martinez,513850
PROD-11838,Insight360,Cloud Platform,Active,2022-07-09,Enhancement,Launched,2023-07-27,Michelle Simon,480142
PROD-11839,CloudEdge,Security,In Development,2023-03-06,Enhancement,Launched,2025-07-09,Richard Wilson,383487
PROD-11840,CloudEdge,Cloud Platform,Pilot,2024-09-15,Pre-Launch,Launched,2022-11-30,Suzanne Rivera,563552
PROD-11841,CoreAnalytics,Analytics,Pilot,2025-06-06,Prototype,Planned,2025-06-02,Haley Henderson,383131
PROD-11842,CloudEdge,IoT,Retired,2024-02-02,Enhancement,Launched,2024-09-09,Dr. David Armstrong,310039
PROD-11843,CloudEdge,Security,Active,2024-06-01,Prototype,Planned,2023-04-04,Briana Brewer,578006
PROD-11844,Insight360,Cloud Platform,Retired,2024-01-24,Testing,Not Launched,2023-07-27,Natalie Williams,575908
PROD-11845,CloudEdge,Networking,Active,2023-09-02,Testing,Planned,2024-07-06,Joseph Chambers,259309
PROD-11846,NetConnect,Analytics,Retired,2023-11-06,Prototype,Planned,2023-06-13,Lori Lambert,561397
PROD-11847,NetConnect,IoT,Pilot,2021-03-03,Pre-Launch,Cancelled,2023-05-18,Jeffery Hall,425284
PROD-11848,Insight360,IoT,Retired,2020-12-07,Pre-Launch,In Pipeline,2023-07-13,Kaitlin Woods,211838
PROD-11849,DataSphere,Cloud Platform,GA (General Availability),2025-07-20,Pre-Launch,Not Launched,2023-10-08,Kelsey Bartlett,224440
PROD-11850,CloudEdge,Analytics,In Development,2024-10-24,Prototype,In Pipeline,2024-07-07,Kimberly Daniel,556505
PROD-11851,DataSphere,IoT,Pilot,2024-07-02,Prototype,Launched,2023-06-27,Kathy Medina,514464
PROD-11852,CloudEdge,Analytics,GA (General Availability),2021-07-25,Pre-Launch,Cancelled,2024-01-29,Joseph Scott,383498
PROD-11853,CloudEdge,Analytics,Retired,2020-10-15,Enhancement,Planned,2025-04-27,Jennifer Smith,595537
PROD-11854,NetConnect,Networking,Pilot,2023-07-13,Enhancement,Cancelled,2023-12-21,Christina Goodman,503394
PROD-11855,CloudEdge,Security,In Development,2021-09-14,Testing,Planned,2024-04-14,Cindy Lucas,505902
PROD-11856,Insight360,Security,Active,2025-01-26,Enhancement,Not Launched,2023-05-25,Martha Craig,568638
PROD-11857,CoreAnalytics,IoT,In Development,2022-11-07,Concept,Planned,2024-01-07,Stacey Huff,390313
PROD-11858,NetConnect,Networking,GA (General Availability),2022-04-27,Testing,Cancelled,2023-01-16,Monique Wood,245309
PROD-11859,NetConnect,Cloud Platform,Pilot,2024-05-23,Concept,In Pipeline,2023-10-31,Jesus Gill,504939
PROD-11860,CloudEdge,Security,GA (General Availability),2021-09-26,Testing,Cancelled,2024-05-30,Regina Morrison,219176
PROD-11861,CoreAnalytics,Analytics,Active,2023-09-19,Concept,Launched,2024-09-21,Joshua Nielsen,411369
PROD-11862,CloudEdge,IoT,Pilot,2021-03-11,Enhancement,In Pipeline,2022-11-07,Kelly Acosta,260900
PROD-11863,NetConnect,Security,In Development,2024-04-01,Testing,Not Launched,2023-12-30,Rebecca Taylor,550504
PROD-11864,NetConnect,Security,Retired,2021-07-13,Concept,In Pipeline,2023-05-07,Crystal Phillips,580677
PROD-11865,CoreAnalytics,Cloud Platform,In Development,2025-08-25,Testing,In Pipeline,2023-04-28,Mrs. Danielle Ortiz MD,261259
PROD-11866,CloudEdge,Security,Retired,2021-08-29,Prototype,Not Launched,2023-12-16,Cathy Wagner,465031
PROD-11867,CloudEdge,Cloud Platform,Pilot,2023-03-15,Enhancement,In Pipeline,2025-07-17,Mr. Anthony Shepherd,550751
PROD-11868,Insight360,Cloud Platform,Retired,2020-11-24,Pre-Launch,Cancelled,2025-08-19,Mark Arnold,467743
PROD-11869,CloudEdge,Security,GA (General Availability),2021-09-06,Testing,In Pipeline,2024-08-15,Crystal Hansen,227608
PROD-11870,NetConnect,IoT,Pilot,2022-05-22,Testing,Cancelled,2024-09-08,Darrell Palmer,516929
PROD-11871,CloudEdge,Analytics,Pilot,2022-11-25,Concept,Launched,2024-03-06,Crystal Orozco DDS,330362
PROD-11872,NetConnect,Analytics,GA (General Availability),2021-07-13,Testing,Cancelled,2024-12-28,Benjamin Reese,246065
PROD-11873,CoreAnalytics,Cloud Platform,In Development,2023-01-26,Testing,Launched,2023-11-22,Tracy Mosley,400651
PROD-11874,CloudEdge,Cloud Platform,Pilot,2021-01-21,Prototype,In Pipeline,2025-08-15,Jenny Miller,469324
PROD-11875,CloudEdge,Security,Active,2022-05-17,Concept,Launched,2024-05-23,Joseph Allen,595074
PROD-11876,DataSphere,IoT,Pilot,2021-07-05,Testing,In Pipeline,2024-02-21,Andrew Young,218954
PROD-11877,Insight360,Analytics,Retired,2024-05-25,Enhancement,Not Launched,2024-09-21,Lindsey Bush,312558
PROD-11878,DataSphere,IoT,Retired,2024-12-07,Prototype,In Pipeline,2023-05-15,Rebecca Cunningham,267977
PROD-11879,DataSphere,IoT,Active,2025-01-27,Concept,Not Launched,2024-03-25,Thomas Oneill,471389
PROD-11880,CloudEdge,Analytics,Active,2024-09-02,Pre-Launch,Launched,2025-08-14,Kendra Brown,425160
PROD-11881,CoreAnalytics,Analytics,Active,2021-08-17,Concept,Launched,2024-01-04,Megan Jackson,498198
PROD-11882,DataSphere,Cloud Platform,Active,2025-09-01,Pre-Launch,Launched,2023-11-08,John Nguyen,401214
PROD-11883,DataSphere,Cloud Platform,In Development,2023-05-23,Pre-Launch,Cancelled,2022-12-23,Shelley Parker,271358
PROD-11884,DataSphere,Networking,In Development,2024-07-10,Enhancement,Cancelled,2022-10-20,Justin Garcia,449052
PROD-11885,NetConnect,Cloud Platform,Active,2023-12-01,Enhancement,Cancelled,2023-03-31,Nicholas Mays,592525
PROD-11886,DataSphere,Networking,Retired,2023-06-18,Enhancement,Cancelled,2023-06-22,Ann Garcia,551433
PROD-11887,CloudEdge,Security,In Development,2023-04-27,Enhancement,Launched,2023-06-18,Nicole Andrews,319413
PROD-11888,CloudEdge,Analytics,Pilot,2022-05-25,Concept,Not Launched,2025-08-27,Sharon Mcdonald,552349
PROD-11889,CoreAnalytics,Security,Active,2021-12-21,Prototype,Cancelled,2023-12-20,Keith Bates,562194
PROD-11890,CoreAnalytics,Analytics,Retired,2021-12-16,Testing,Cancelled,2022-12-16,Taylor Watson,298876
PROD-11891,CoreAnalytics,Security,GA (General Availability),2021-09-04,Concept,Planned,2023-01-15,Rebecca Chen,196165
PROD-11892,CloudEdge,Security,GA (General Availability),2024-08-24,Enhancement,Planned,2024-11-11,Steve Hanna,242554
PROD-11893,DataSphere,Analytics,Retired,2021-04-09,Prototype,Not Launched,2023-09-23,Joanna Rodriguez,357860
PROD-11894,CloudEdge,IoT,Retired,2023-03-19,Concept,Planned,2022-09-14,Craig Landry,309848
PROD-11895,CoreAnalytics,Security,Active,2024-12-13,Concept,Launched,2025-07-24,Thomas Sharp,227489
PROD-11896,CoreAnalytics,Networking,Retired,2022-10-07,Prototype,Cancelled,2022-09-03,William Warner,278193
PROD-11897,CloudEdge,Networking,In Development,2022-11-24,Enhancement,Cancelled,2024-01-10,Tammy Hoffman,196075
PROD-11898,CoreAnalytics,Networking,Pilot,2023-02-17,Testing,Planned,2023-02-23,David Haas,326241
PROD-11899,NetConnect,Analytics,Retired,2025-01-15,Pre-Launch,Cancelled,2025-02-12,Amy Kramer,451534
PROD-11900,CoreAnalytics,Security,Active,2024-06-11,Pre-Launch,Planned,2023-07-29,Mr. James Kennedy DDS,278332
PROD-11901,DataSphere,IoT,Retired,2025-01-16,Prototype,Launched,2024-11-09,John Stone,245317
PROD-11902,Insight360,Analytics,In Development,2024-01-30,Pre-Launch,Launched,2024-05-17,Shawn Brown,487319
PROD-11903,DataSphere,Analytics,Pilot,2020-12-16,Testing,Not Launched,2024-12-09,Michelle Jenkins,186668
PROD-11904,Insight360,Security,GA (General Availability),2021-08-28,Concept,Planned,2023-07-28,Johnathan Hughes,457069
PROD-11905,CloudEdge,Networking,Active,2022-09-21,Pre-Launch,In Pipeline,2022-10-21,John Crawford,404952
PROD-11906,Insight360,Analytics,GA (General Availability),2020-12-11,Concept,Planned,2024-07-26,Zachary Pugh,364359
PROD-11907,CloudEdge,Analytics,In Development,2022-08-26,Testing,In Pipeline,2024-12-28,Jessica Smith,592943
PROD-11908,CoreAnalytics,Analytics,GA (General Availability),2021-12-25,Concept,Cancelled,2023-11-20,Natalie Hernandez,189346
PROD-11909,CloudEdge,IoT,Retired,2021-07-21,Concept,Launched,2023-07-01,Kaitlyn Ford,378538
PROD-11910,CoreAnalytics,Analytics,Retired,2024-01-27,Concept,Planned,2024-11-12,Hailey Hall MD,591059
PROD-11911,NetConnect,Analytics,GA (General Availability),2022-08-23,Testing,Cancelled,2022-12-27,Cody Bennett,463432
PROD-11912,CoreAnalytics,Security,Retired,2021-10-15,Concept,Cancelled,2023-10-19,Carol Murphy,501260
PROD-11913,Insight360,Networking,Retired,2023-09-23,Concept,Not Launched,2023-12-23,Bridget Fisher,286839
PROD-11914,DataSphere,Security,GA (General Availability),2024-05-30,Prototype,Cancelled,2022-09-11,Andrew Williams,571927
PROD-11915,Insight360,Analytics,Retired,2024-09-30,Pre-Launch,Not Launched,2023-08-24,Julian Hill,408329
PROD-11916,Insight360,Networking,Pilot,2023-01-04,Testing,In Pipeline,2025-06-02,Matthew Stout,413034
PROD-11917,DataSphere,Cloud Platform,Active,2021-05-20,Testing,Cancelled,2022-12-07,Edward Gonzalez,185814
PROD-11918,CloudEdge,Networking,Retired,2021-01-08,Prototype,In Pipeline,2023-12-30,Dr. Diana Garza MD,391686
PROD-11919,DataSphere,Analytics,GA (General Availability),2023-06-28,Pre-Launch,Cancelled,2023-04-22,Crystal Hill,341886
PROD-11920,CloudEdge,IoT,Retired,2025-03-20,Concept,Cancelled,2024-03-31,Justin Hensley,346677
PROD-11921,Insight360,Analytics,Active,2020-11-16,Testing,In Pipeline,2023-07-23,Travis Little,540582
PROD-11922,Insight360,Cloud Platform,Pilot,2022-02-25,Pre-Launch,Planned,2023-12-02,Michele Cline,320735
PROD-11923,DataSphere,Networking,Pilot,2020-10-23,Enhancement,In Pipeline,2025-01-27,Theresa Hall,430697
PROD-11924,DataSphere,Security,Active,2022-05-21,Prototype,In Pipeline,2022-12-30,Sarah Taylor,240568
PROD-11925,CloudEdge,Security,GA (General Availability),2020-11-28,Enhancement,Cancelled,2025-05-23,Jordan Morrison,319507
PROD-11926,NetConnect,Cloud Platform,Pilot,2022-06-27,Prototype,In Pipeline,2022-12-24,Joseph Perry,348976
PROD-11927,CoreAnalytics,IoT,GA (General Availability),2021-07-01,Concept,In Pipeline,2024-02-11,Michelle Flores,189902
PROD-11928,CoreAnalytics,Cloud Platform,GA (General Availability),2020-12-14,Pre-Launch,In Pipeline,2024-10-13,Frank Casey,344241
PROD-11929,NetConnect,Networking,Active,2025-02-02,Testing,Not Launched,2024-06-27,Elizabeth Evans,360471
PROD-11930,CloudEdge,Security,Pilot,2021-06-13,Pre-Launch,Planned,2025-07-14,Stanley Castro,428934
PROD-11931,CloudEdge,Cloud Platform,GA (General Availability),2022-11-26,Concept,Launched,2024-07-29,Hailey Santana,225283
PROD-11932,NetConnect,Analytics,Retired,2025-05-18,Enhancement,Not Launched,2023-11-25,Kelly Hall,402960
PROD-11933,DataSphere,Cloud Platform,Retired,2025-02-13,Pre-Launch,Not Launched,2024-05-16,David Rodgers,489834
PROD-11934,Insight360,Cloud Platform,GA (General Availability),2023-07-05,Testing,In Pipeline,2022-11-19,Gregory Klein,372149
PROD-11935,Insight360,IoT,Active,2022-01-24,Prototype,Launched,2024-08-22,Jennifer Rocha,348247
