Problem Statement,Description,Issue ID,Summary,Customer Name,Product Name,SR ID,Pd_ID
Login failures after upgrade,Users unable to log in after v2.3 patch,ISS-70658,Performance degradation,Henderson PLC,CloudEdge,SR-84086,PROD-11983
API timeout errors,Users unable to log in after v2.3 patch,ISS-70659,Sync issue,Tyler-Brown,DataSphere,SR-83077,PROD-11604
API timeout errors,Dashboard page crashes intermittently,ISS-70660,Performance degradation,Walton-Hoover,DataSphere,SR-82795,PROD-11315
Slow system response,API call fails after 30s,ISS-70661,Sync issue,Singh-Miller,NetConnect,SR-81923,PROD-11761
Slow system response,Data not syncing between apps,ISS-70662,Login issue post-upgrade,Lee-Perez,CloudEdge,SR-80333,PROD-11203
API timeout errors,Average response time exceeds 10s,ISS-70663,UI crash,Hale LLC,CloudEdge,SR-83897,PROD-11069
Slow system response,Users unable to log in after v2.3 patch,ISS-70664,API latency,Johnson and Sons,Insight360,SR-84791,PROD-11903
API timeout errors,Dashboard page crashes intermittently,ISS-70665,Login issue post-upgrade,Anderson Inc,NetConnect,SR-83838,PROD-11292
Login failures after upgrade,Users unable to log in after v2.3 patch,ISS-70666,Login issue post-upgrade,Miller-York,CoreAnalytics,SR-83382,PROD-11692
Login failures after upgrade,API call fails after 30s,ISS-70667,Performance degradation,Smith and Sons,DataSphere,SR-80187,PROD-11742
Missing data sync,API call fails after 30s,ISS-70668,Login issue post-upgrade,Carr-Alvarado,NetConnect,SR-82800,PROD-11326
Login failures after upgrade,API call fails after 30s,ISS-70669,Sync issue,Huff-Roach,CoreAnalytics,SR-83568,PROD-11727
API timeout errors,Data not syncing between apps,ISS-70670,Sync issue,Porter-Johnson,Insight360,SR-81523,PROD-11342
Login failures after upgrade,Data not syncing between apps,ISS-70671,Performance degradation,Barry-Garcia,DataSphere,SR-82369,PROD-11959
API timeout errors,Users unable to log in after v2.3 patch,ISS-70672,Login issue post-upgrade,Jones-Mays,NetConnect,SR-82019,PROD-11870
Slow system response,Data not syncing between apps,ISS-70673,UI crash,Vaughan PLC,CoreAnalytics,SR-82644,PROD-11617
API timeout errors,Users unable to log in after v2.3 patch,ISS-70674,Login issue post-upgrade,"Kelley, Snow and Elliott",CloudEdge,SR-83465,PROD-11146
Missing data sync,API call fails after 30s,ISS-70675,Performance degradation,"Keith, Burke and Rogers",Insight360,SR-80846,PROD-11128
Missing data sync,Users unable to log in after v2.3 patch,ISS-70676,Performance degradation,"Howard, Morris and Patterson",Insight360,SR-82554,PROD-11209
Slow system response,API call fails after 30s,ISS-70677,UI crash,Bishop-Salas,CoreAnalytics,SR-83318,PROD-11917
API timeout errors,Users unable to log in after v2.3 patch,ISS-70678,UI crash,Ray Inc,CoreAnalytics,SR-83382,PROD-11590
Missing data sync,Average response time exceeds 10s,ISS-70679,Performance degradation,Adkins PLC,Insight360,SR-82787,PROD-11202
Login failures after upgrade,API call fails after 30s,ISS-70680,API latency,Ellison-Coleman,CloudEdge,SR-84868,PROD-11883
Slow system response,Users unable to log in after v2.3 patch,ISS-70681,UI crash,Hubbard Group,CloudEdge,SR-82534,PROD-11437
API timeout errors,API call fails after 30s,ISS-70682,Sync issue,Silva-Lee,CoreAnalytics,SR-82838,PROD-11892
Slow system response,API call fails after 30s,ISS-70683,Performance degradation,"Fisher, Rose and Pineda",NetConnect,SR-82385,PROD-11415
API timeout errors,Users unable to log in after v2.3 patch,ISS-70684,Sync issue,Foster-Kim,NetConnect,SR-82301,PROD-11500
API timeout errors,Dashboard page crashes intermittently,ISS-70685,Performance degradation,"Shepherd, Martinez and Hernandez",NetConnect,SR-81481,PROD-11612
Login failures after upgrade,Data not syncing between apps,ISS-70686,Performance degradation,Johnson PLC,CloudEdge,SR-83917,PROD-11331
Missing data sync,API call fails after 30s,ISS-70687,Performance degradation,"Douglas, Hill and Hancock",CoreAnalytics,SR-83363,PROD-11240
Missing data sync,Dashboard page crashes intermittently,ISS-70688,Login issue post-upgrade,Powell-Long,Insight360,SR-83882,PROD-11160
Login failures after upgrade,Users unable to log in after v2.3 patch,ISS-70689,UI crash,"Hughes, Fitzgerald and Scott",CloudEdge,SR-81361,PROD-11868
Slow system response,Average response time exceeds 10s,ISS-70690,Performance degradation,Benitez and Sons,NetConnect,SR-80711,PROD-11060
Slow system response,API call fails after 30s,ISS-70691,API latency,Hunter-Smith,Insight360,SR-82741,PROD-11674
Missing data sync,API call fails after 30s,ISS-70692,API latency,Pearson Inc,DataSphere,SR-84656,PROD-11143
API timeout errors,Data not syncing between apps,ISS-70693,UI crash,Williams-Wolf,DataSphere,SR-83136,PROD-11491
Missing data sync,Data not syncing between apps,ISS-70694,Performance degradation,Williams Ltd,CloudEdge,SR-80356,PROD-11256
Missing data sync,Users unable to log in after v2.3 patch,ISS-70695,Sync issue,Jacobson PLC,CoreAnalytics,SR-82526,PROD-11708
API timeout errors,Users unable to log in after v2.3 patch,ISS-70696,Performance degradation,"Velasquez, Willis and Parker",CloudEdge,SR-81581,PROD-11708
Slow system response,Users unable to log in after v2.3 patch,ISS-70697,Login issue post-upgrade,Patterson-Dennis,CoreAnalytics,SR-80301,PROD-11668
Missing data sync,Average response time exceeds 10s,ISS-70698,Login issue post-upgrade,Thomas Group,CoreAnalytics,SR-83351,PROD-11289
Missing data sync,Dashboard page crashes intermittently,ISS-70699,API latency,"Strickland, Johnson and Castillo",CloudEdge,SR-83950,PROD-11560
Missing data sync,Users unable to log in after v2.3 patch,ISS-70700,Sync issue,Edwards-Day,NetConnect,SR-83370,PROD-11288
Slow system response,Dashboard page crashes intermittently,ISS-70701,UI crash,Pierce Inc,CoreAnalytics,SR-82997,PROD-11595
Login failures after upgrade,Dashboard page crashes intermittently,ISS-70702,Performance degradation,"Simpson, Elliott and Wolfe",DataSphere,SR-81804,PROD-11669
Slow system response,Data not syncing between apps,ISS-70703,UI crash,"Hardy, Sanchez and Manning",NetConnect,SR-83702,PROD-11686
Login failures after upgrade,Users unable to log in after v2.3 patch,ISS-70704,Performance degradation,"Melton, Lewis and Brown",DataSphere,SR-84707,PROD-11577
API timeout errors,Users unable to log in after v2.3 patch,ISS-70705,Sync issue,Haas-Morgan,CoreAnalytics,SR-84318,PROD-11202
Login failures after upgrade,Average response time exceeds 10s,ISS-70706,Performance degradation,Miller-Knight,Insight360,SR-80456,PROD-11082
API timeout errors,Average response time exceeds 10s,ISS-70707,Sync issue,"Pierce, Avila and Waller",CoreAnalytics,SR-84022,PROD-11755
API timeout errors,Average response time exceeds 10s,ISS-70708,Login issue post-upgrade,Wood LLC,CoreAnalytics,SR-83867,PROD-11764
API timeout errors,Users unable to log in after v2.3 patch,ISS-70709,API latency,Allen Ltd,NetConnect,SR-82099,PROD-11326
Login failures after upgrade,Data not syncing between apps,ISS-70710,Performance degradation,"Esparza, Peterson and Campbell",CloudEdge,SR-80319,PROD-11807
API timeout errors,Data not syncing between apps,ISS-70711,Sync issue,Walker-Gonzalez,CoreAnalytics,SR-84219,PROD-11282
Dashboard not loading,API call fails after 30s,ISS-70712,API latency,Beasley-Collins,CloudEdge,SR-84803,PROD-11296
Dashboard not loading,Average response time exceeds 10s,ISS-70713,Sync issue,Elliott Ltd,DataSphere,SR-81907,PROD-11384
API timeout errors,Dashboard page crashes intermittently,ISS-70714,Sync issue,"Medina, Lucas and Johnson",CoreAnalytics,SR-82950,PROD-11341
Slow system response,Data not syncing between apps,ISS-70715,Performance degradation,Murphy LLC,Insight360,SR-82098,PROD-11277
Dashboard not loading,Average response time exceeds 10s,ISS-70716,UI crash,"Mccann, Dawson and Macias",CoreAnalytics,SR-80559,PROD-11377
API timeout errors,Data not syncing between apps,ISS-70717,Sync issue,Jackson LLC,DataSphere,SR-82922,PROD-11386
Slow system response,Average response time exceeds 10s,ISS-70718,Login issue post-upgrade,Johnson-Bradshaw,Insight360,SR-84391,PROD-11316
API timeout errors,Users unable to log in after v2.3 patch,ISS-70719,Performance degradation,"Poole, Sutton and King",NetConnect,SR-80543,PROD-11559
Slow system response,Average response time exceeds 10s,ISS-70720,Performance degradation,Jimenez-Gaines,CloudEdge,SR-81803,PROD-11365
Dashboard not loading,API call fails after 30s,ISS-70721,API latency,Camacho Inc,DataSphere,SR-81731,PROD-11882
Dashboard not loading,Average response time exceeds 10s,ISS-70722,Login issue post-upgrade,Watson PLC,DataSphere,SR-83908,PROD-11174
Login failures after upgrade,Average response time exceeds 10s,ISS-70723,UI crash,Ellison-Coleman,DataSphere,SR-80483,PROD-11097
Login failures after upgrade,Average response time exceeds 10s,ISS-70724,Sync issue,Jackson-Sherman,CoreAnalytics,SR-82977,PROD-11692
API timeout errors,API call fails after 30s,ISS-70725,API latency,"Hess, Moreno and Miller",DataSphere,SR-81092,PROD-11974
Missing data sync,Data not syncing between apps,ISS-70726,Login issue post-upgrade,"Turner, Butler and Morgan",NetConnect,SR-84002,PROD-11801
API timeout errors,Dashboard page crashes intermittently,ISS-70727,Sync issue,"Yang, Robinson and Ward",NetConnect,SR-84499,PROD-11972
Slow system response,Dashboard page crashes intermittently,ISS-70728,Performance degradation,Williams Ltd,Insight360,SR-84870,PROD-11820
Login failures after upgrade,Dashboard page crashes intermittently,ISS-70729,Sync issue,Anderson Ltd,Insight360,SR-80036,PROD-11595
Missing data sync,Average response time exceeds 10s,ISS-70730,UI crash,Bradley-Merritt,Insight360,SR-81979,PROD-11304
API timeout errors,Average response time exceeds 10s,ISS-70731,Performance degradation,Taylor-Hamilton,DataSphere,SR-83976,PROD-11650
Login failures after upgrade,Dashboard page crashes intermittently,ISS-70732,Sync issue,Watkins-Freeman,NetConnect,SR-84223,PROD-11238
Missing data sync,Dashboard page crashes intermittently,ISS-70733,API latency,Tran PLC,NetConnect,SR-80686,PROD-11351
Missing data sync,Dashboard page crashes intermittently,ISS-70734,API latency,Powers Ltd,Insight360,SR-83863,PROD-11640
Dashboard not loading,Average response time exceeds 10s,ISS-70735,Performance degradation,"Ramirez, Gates and Stephenson",CloudEdge,SR-82035,PROD-11615
Missing data sync,Data not syncing between apps,ISS-70736,UI crash,"Ashley, Garrett and Morrison",NetConnect,SR-83416,PROD-11189
Slow system response,API call fails after 30s,ISS-70737,Sync issue,"Solis, Brown and Campbell",CloudEdge,SR-82613,PROD-11052
Missing data sync,Average response time exceeds 10s,ISS-70738,UI crash,"Carter, Turner and Wright",DataSphere,SR-83814,PROD-11825
Slow system response,API call fails after 30s,ISS-70739,API latency,Logan-Smith,CloudEdge,SR-82598,PROD-11110
Login failures after upgrade,Dashboard page crashes intermittently,ISS-70740,Sync issue,"Hicks, Pruitt and Cole",DataSphere,SR-80008,PROD-11615
Dashboard not loading,Data not syncing between apps,ISS-70741,Performance degradation,"Morgan, Brooks and Rogers",CoreAnalytics,SR-84670,PROD-11333
API timeout errors,Dashboard page crashes intermittently,ISS-70742,Sync issue,Green-Hoffman,CoreAnalytics,SR-81759,PROD-11091
Missing data sync,Dashboard page crashes intermittently,ISS-70743,API latency,"Clay, Schroeder and Rojas",Insight360,SR-83398,PROD-11808
Slow system response,Dashboard page crashes intermittently,ISS-70744,UI crash,"Hess, Moreno and Miller",DataSphere,SR-84867,PROD-11183
Missing data sync,Average response time exceeds 10s,ISS-70745,Sync issue,"Gutierrez, Myers and Davis",NetConnect,SR-83647,PROD-11669
Missing data sync,Data not syncing between apps,ISS-70746,UI crash,Douglas PLC,DataSphere,SR-82350,PROD-11105
Dashboard not loading,Average response time exceeds 10s,ISS-70747,Performance degradation,Smith-Bentley,NetConnect,SR-82572,PROD-11325
Missing data sync,Average response time exceeds 10s,ISS-70748,UI crash,Johnson and Sons,NetConnect,SR-82865,PROD-11095
Missing data sync,Data not syncing between apps,ISS-70749,Login issue post-upgrade,"Grant, Johnson and Jordan",DataSphere,SR-83093,PROD-11727
Login failures after upgrade,Users unable to log in after v2.3 patch,ISS-70750,UI crash,Smith-Woods,DataSphere,SR-83024,PROD-11554
Slow system response,Users unable to log in after v2.3 patch,ISS-70751,API latency,Byrd Inc,CoreAnalytics,SR-80591,PROD-11350
Slow system response,Dashboard page crashes intermittently,ISS-70752,UI crash,Watson-Gardner,DataSphere,SR-84424,PROD-11081
Slow system response,Dashboard page crashes intermittently,ISS-70753,Sync issue,Gross Inc,CloudEdge,SR-84718,PROD-11148
Missing data sync,Data not syncing between apps,ISS-70754,Sync issue,Barry-Garcia,CloudEdge,SR-84714,PROD-11263
Missing data sync,Average response time exceeds 10s,ISS-70755,Login issue post-upgrade,Castro-Williams,NetConnect,SR-81657,PROD-11362
Login failures after upgrade,Average response time exceeds 10s,ISS-70756,Performance degradation,"Jimenez, Rubio and Jimenez",CoreAnalytics,SR-80041,PROD-11485
Login failures after upgrade,Average response time exceeds 10s,ISS-70757,UI crash,Carter Inc,CoreAnalytics,SR-82936,PROD-11562
Dashboard not loading,Average response time exceeds 10s,ISS-70758,Login issue post-upgrade,Mccoy Inc,CloudEdge,SR-81032,PROD-11567
Dashboard not loading,Dashboard page crashes intermittently,ISS-70759,Performance degradation,Cortez-Moore,DataSphere,SR-84258,PROD-11971
Login failures after upgrade,Users unable to log in after v2.3 patch,ISS-70760,UI crash,Anderson Inc,DataSphere,SR-81948,PROD-11383
Missing data sync,Average response time exceeds 10s,ISS-70761,Login issue post-upgrade,Jackson-Cooper,NetConnect,SR-83691,PROD-11256
Missing data sync,Data not syncing between apps,ISS-70762,Login issue post-upgrade,Smith-Woods,DataSphere,SR-82720,PROD-11235
Login failures after upgrade,Average response time exceeds 10s,ISS-70763,Sync issue,Black Ltd,CoreAnalytics,SR-82824,PROD-11246
Dashboard not loading,Data not syncing between apps,ISS-70764,Sync issue,Johns Group,DataSphere,SR-84748,PROD-11206
Missing data sync,Users unable to log in after v2.3 patch,ISS-70765,Sync issue,Byrd Inc,Insight360,SR-81804,PROD-11633
API timeout errors,Dashboard page crashes intermittently,ISS-70766,API latency,Nunez and Sons,NetConnect,SR-83042,PROD-11180
Login failures after upgrade,API call fails after 30s,ISS-70767,Login issue post-upgrade,Griffith-Glass,NetConnect,SR-80056,PROD-11771
API timeout errors,Average response time exceeds 10s,ISS-70768,UI crash,Bailey LLC,CoreAnalytics,SR-81351,PROD-11490
API timeout errors,Dashboard page crashes intermittently,ISS-70769,Sync issue,Harris-Reed,DataSphere,SR-83688,PROD-11846
Slow system response,Users unable to log in after v2.3 patch,ISS-70770,Performance degradation,Rodriguez-Mcdonald,NetConnect,SR-80811,PROD-11640
Missing data sync,API call fails after 30s,ISS-70771,Sync issue,"Moreno, Johnson and Espinoza",CloudEdge,SR-84209,PROD-11676
Dashboard not loading,Dashboard page crashes intermittently,ISS-70772,Login issue post-upgrade,Buchanan and Sons,CloudEdge,SR-83366,PROD-11934
Dashboard not loading,API call fails after 30s,ISS-70773,Sync issue,Owens-Hunt,NetConnect,SR-82127,PROD-11735
Login failures after upgrade,Average response time exceeds 10s,ISS-70774,Performance degradation,Schroeder Group,DataSphere,SR-82669,PROD-11195
API timeout errors,Users unable to log in after v2.3 patch,ISS-70775,API latency,Perez-Campbell,Insight360,SR-84627,PROD-11773
Missing data sync,Users unable to log in after v2.3 patch,ISS-70776,API latency,"Ramirez, Gates and Stephenson",DataSphere,SR-81617,PROD-11242
API timeout errors,Data not syncing between apps,ISS-70777,Performance degradation,Ibarra-Adams,Insight360,SR-84948,PROD-11537
Slow system response,API call fails after 30s,ISS-70778,Sync issue,"Johnson, Harrison and Farrell",CloudEdge,SR-81130,PROD-11949
API timeout errors,Users unable to log in after v2.3 patch,ISS-70779,API latency,Moreno Inc,NetConnect,SR-83293,PROD-11524
Dashboard not loading,Dashboard page crashes intermittently,ISS-70780,Login issue post-upgrade,Kennedy-Campbell,DataSphere,SR-84699,PROD-11017
Missing data sync,API call fails after 30s,ISS-70781,Login issue post-upgrade,Johnson-Fitzgerald,CoreAnalytics,SR-82925,PROD-11949
Login failures after upgrade,Average response time exceeds 10s,ISS-70782,Performance degradation,"Vincent, Russell and Joseph",Insight360,SR-80155,PROD-11685
Slow system response,Dashboard page crashes intermittently,ISS-70783,UI crash,Diaz Group,DataSphere,SR-83328,PROD-11205
API timeout errors,Users unable to log in after v2.3 patch,ISS-70784,Login issue post-upgrade,Walker-Torres,DataSphere,SR-80049,PROD-11688
Dashboard not loading,Users unable to log in after v2.3 patch,ISS-70785,Sync issue,Price and Sons,CloudEdge,SR-80876,PROD-11365
Missing data sync,Data not syncing between apps,ISS-70786,UI crash,"Mccann, Becker and Franklin",NetConnect,SR-82352,PROD-11928
Dashboard not loading,Data not syncing between apps,ISS-70787,Sync issue,"Huang, Collins and Santos",NetConnect,SR-84223,PROD-11529
API timeout errors,Dashboard page crashes intermittently,ISS-70788,Login issue post-upgrade,Cantrell-Martinez,CloudEdge,SR-82274,PROD-11292
Login failures after upgrade,Average response time exceeds 10s,ISS-70789,API latency,Collins and Sons,CoreAnalytics,SR-84176,PROD-11288
Dashboard not loading,Average response time exceeds 10s,ISS-70790,Performance degradation,"Reid, Hamilton and Evans",CoreAnalytics,SR-83263,PROD-11819
Slow system response,Users unable to log in after v2.3 patch,ISS-70791,API latency,"Brown, Holmes and Farrell",CloudEdge,SR-80106,PROD-11009
Missing data sync,API call fails after 30s,ISS-70792,Sync issue,Schroeder Group,CloudEdge,SR-81989,PROD-11633
Dashboard not loading,API call fails after 30s,ISS-70793,Login issue post-upgrade,Mason Ltd,CoreAnalytics,SR-84966,PROD-11827
API timeout errors,Dashboard page crashes intermittently,ISS-70794,Performance degradation,Harris-Reed,CoreAnalytics,SR-81019,PROD-11616
Missing data sync,Users unable to log in after v2.3 patch,ISS-70795,Sync issue,Morales Ltd,CloudEdge,SR-81781,PROD-11638
Missing data sync,Users unable to log in after v2.3 patch,ISS-70796,API latency,Moore Group,DataSphere,SR-80915,PROD-11684
Login failures after upgrade,Dashboard page crashes intermittently,ISS-70797,API latency,Berry-Bates,CoreAnalytics,SR-82029,PROD-11167
Missing data sync,Average response time exceeds 10s,ISS-70798,Login issue post-upgrade,Thompson-Johnson,CloudEdge,SR-81002,PROD-11718
Dashboard not loading,Users unable to log in after v2.3 patch,ISS-70799,UI crash,Rivas-Perkins,Insight360,SR-82032,PROD-11189
API timeout errors,Data not syncing between apps,ISS-70800,Sync issue,York-Ross,Insight360,SR-82769,PROD-11450
Slow system response,Data not syncing between apps,ISS-70801,Performance degradation,"Yang, Robinson and Ward",Insight360,SR-82158,PROD-11668
API timeout errors,Average response time exceeds 10s,ISS-70802,Login issue post-upgrade,Murray and Sons,DataSphere,SR-83705,PROD-11931
Missing data sync,Users unable to log in after v2.3 patch,ISS-70803,UI crash,Williams and Sons,NetConnect,SR-81575,PROD-11818
Dashboard not loading,Average response time exceeds 10s,ISS-70804,Performance degradation,Barker PLC,DataSphere,SR-81927,PROD-11257
Login failures after upgrade,Data not syncing between apps,ISS-70805,Performance degradation,Singleton-Joseph,CloudEdge,SR-83388,PROD-11192
API timeout errors,API call fails after 30s,ISS-70806,UI crash,"Cain, Davis and Pratt",CloudEdge,SR-82560,PROD-11033
Slow system response,API call fails after 30s,ISS-70807,Performance degradation,"Medina, Lucas and Johnson",DataSphere,SR-82742,PROD-11762
API timeout errors,Data not syncing between apps,ISS-70808,Sync issue,"Schneider, Brown and Ellison",CloudEdge,SR-83737,PROD-11245
API timeout errors,API call fails after 30s,ISS-70809,Login issue post-upgrade,Torres Inc,CoreAnalytics,SR-80803,PROD-11349
Dashboard not loading,API call fails after 30s,ISS-70810,Sync issue,Benson Group,DataSphere,SR-80501,PROD-11034
API timeout errors,Dashboard page crashes intermittently,ISS-70811,UI crash,Cox-Taylor,CoreAnalytics,SR-80077,PROD-11697
API timeout errors,Dashboard page crashes intermittently,ISS-70812,UI crash,Booker-Herrera,CloudEdge,SR-80230,PROD-11097
Slow system response,Dashboard page crashes intermittently,ISS-70813,Performance degradation,Cruz-Mckenzie,Insight360,SR-80686,PROD-11243
Slow system response,Average response time exceeds 10s,ISS-70814,API latency,"Curtis, Johnson and Kemp",NetConnect,SR-83649,PROD-11943
Login failures after upgrade,API call fails after 30s,ISS-70815,UI crash,Rogers-Cervantes,CoreAnalytics,SR-81850,PROD-11094
Missing data sync,Average response time exceeds 10s,ISS-70816,Sync issue,"Stein, Randolph and Carter",CoreAnalytics,SR-82435,PROD-11640
Missing data sync,API call fails after 30s,ISS-70817,Sync issue,Norman Inc,CoreAnalytics,SR-81940,PROD-11195
API timeout errors,Dashboard page crashes intermittently,ISS-70818,Login issue post-upgrade,"Blackwell, Odonnell and Mcdowell",CoreAnalytics,SR-84556,PROD-11441
Login failures after upgrade,API call fails after 30s,ISS-70819,Performance degradation,Page-Warner,Insight360,SR-81212,PROD-11617
Login failures after upgrade,API call fails after 30s,ISS-70820,UI crash,Simpson-Peterson,CloudEdge,SR-81010,PROD-11459
Dashboard not loading,Average response time exceeds 10s,ISS-70821,UI crash,Chavez-Hernandez,NetConnect,SR-83627,PROD-11523
Login failures after upgrade,Average response time exceeds 10s,ISS-70822,UI crash,"Riley, Pena and Wells",CoreAnalytics,SR-83086,PROD-11606
Slow system response,Users unable to log in after v2.3 patch,ISS-70823,Login issue post-upgrade,Bryant Group,CoreAnalytics,SR-80594,PROD-11886
Login failures after upgrade,API call fails after 30s,ISS-70824,Sync issue,"Strickland, Johnson and Castillo",DataSphere,SR-80661,PROD-11973
Slow system response,Average response time exceeds 10s,ISS-70825,UI crash,Serrano-Smith,CloudEdge,SR-82042,PROD-11266
Missing data sync,Users unable to log in after v2.3 patch,ISS-70826,Sync issue,"Carroll, Mendoza and Hoffman",DataSphere,SR-80006,PROD-11005
Slow system response,Average response time exceeds 10s,ISS-70827,UI crash,Padilla-Wang,CloudEdge,SR-80972,PROD-11582
Missing data sync,Users unable to log in after v2.3 patch,ISS-70828,API latency,Miller-Perez,CoreAnalytics,SR-84329,PROD-11499
Missing data sync,Dashboard page crashes intermittently,ISS-70829,Login issue post-upgrade,"Conner, Stone and Lynch",Insight360,SR-81850,PROD-11110
Login failures after upgrade,Average response time exceeds 10s,ISS-70830,Performance degradation,Clements-Maynard,CoreAnalytics,SR-82044,PROD-11906
Missing data sync,Users unable to log in after v2.3 patch,ISS-70831,Performance degradation,"Bush, Carter and Ramsey",Insight360,SR-82331,PROD-11385
Login failures after upgrade,Average response time exceeds 10s,ISS-70832,Sync issue,"Martin, Stevenson and Meadows",DataSphere,SR-81801,PROD-11563
Dashboard not loading,Average response time exceeds 10s,ISS-70833,Login issue post-upgrade,Wilson Group,CoreAnalytics,SR-81596,PROD-11912
API timeout errors,Users unable to log in after v2.3 patch,ISS-70834,API latency,Chambers-Arnold,DataSphere,SR-80243,PROD-11831
Login failures after upgrade,Data not syncing between apps,ISS-70835,Login issue post-upgrade,"Rice, Phillips and Smith",NetConnect,SR-81339,PROD-11094
Dashboard not loading,Users unable to log in after v2.3 patch,ISS-70836,API latency,"Nichols, Chapman and Smith",DataSphere,SR-82459,PROD-11535
Login failures after upgrade,API call fails after 30s,ISS-70837,UI crash,Lopez-Duran,DataSphere,SR-81625,PROD-11134
Slow system response,Data not syncing between apps,ISS-70838,Sync issue,"Spencer, Wiley and Martin",NetConnect,SR-84981,PROD-11197
Login failures after upgrade,Data not syncing between apps,ISS-70839,Sync issue,Williams-Alexander,CloudEdge,SR-80414,PROD-11460
API timeout errors,Dashboard page crashes intermittently,ISS-70840,UI crash,"Santiago, Hall and Lara",NetConnect,SR-81800,PROD-11719
API timeout errors,Users unable to log in after v2.3 patch,ISS-70841,UI crash,Schroeder Group,DataSphere,SR-83776,PROD-11231
Login failures after upgrade,Data not syncing between apps,ISS-70842,UI crash,"Wilson, Mcclure and Wright",CoreAnalytics,SR-80503,PROD-11582
Login failures after upgrade,Data not syncing between apps,ISS-70843,Performance degradation,Kemp Inc,NetConnect,SR-84133,PROD-11453
Slow system response,Average response time exceeds 10s,ISS-70844,Login issue post-upgrade,Chung-Harrington,NetConnect,SR-84787,PROD-11198
Slow system response,Average response time exceeds 10s,ISS-70845,API latency,Simpson-Peterson,NetConnect,SR-83322,PROD-11804
Missing data sync,Dashboard page crashes intermittently,ISS-70846,UI crash,"Smith, Smith and Stein",DataSphere,SR-84159,PROD-11123
Missing data sync,Data not syncing between apps,ISS-70847,Sync issue,Osborn Inc,Insight360,SR-80316,PROD-11398
Login failures after upgrade,Dashboard page crashes intermittently,ISS-70848,Sync issue,Gonzalez-Walker,DataSphere,SR-80354,PROD-11044
Login failures after upgrade,Users unable to log in after v2.3 patch,ISS-70849,API latency,Ward PLC,CloudEdge,SR-80356,PROD-11320
Dashboard not loading,API call fails after 30s,ISS-70850,UI crash,York-Ross,CoreAnalytics,SR-80789,PROD-11559
Slow system response,Average response time exceeds 10s,ISS-70851,Sync issue,"Rogers, Figueroa and Patton",NetConnect,SR-81285,PROD-11425
API timeout errors,Users unable to log in after v2.3 patch,ISS-70852,Performance degradation,"Wolfe, Williams and Evans",NetConnect,SR-83524,PROD-11345
Missing data sync,Dashboard page crashes intermittently,ISS-70853,Login issue post-upgrade,"Carroll, Parsons and Romero",CoreAnalytics,SR-80517,PROD-11072
API timeout errors,Data not syncing between apps,ISS-70854,Performance degradation,Harris-Brown,CloudEdge,SR-83970,PROD-11867
Dashboard not loading,API call fails after 30s,ISS-70855,Sync issue,Warren and Sons,Insight360,SR-82541,PROD-11828
Slow system response,Dashboard page crashes intermittently,ISS-70856,Sync issue,Torres Inc,CloudEdge,SR-80220,PROD-11455
API timeout errors,API call fails after 30s,ISS-70857,Sync issue,Hall-Murray,DataSphere,SR-82821,PROD-11638
API timeout errors,Users unable to log in after v2.3 patch,ISS-70858,UI crash,"Franklin, Rodriguez and Harris",DataSphere,SR-84387,PROD-11004
Login failures after upgrade,Data not syncing between apps,ISS-70859,Performance degradation,"Contreras, Williams and Valdez",CloudEdge,SR-81488,PROD-11101
API timeout errors,Users unable to log in after v2.3 patch,ISS-70860,Login issue post-upgrade,Williams-Rose,DataSphere,SR-84671,PROD-11591
Login failures after upgrade,Dashboard page crashes intermittently,ISS-70861,UI crash,Cox LLC,NetConnect,SR-82776,PROD-11899
Slow system response,Dashboard page crashes intermittently,ISS-70862,UI crash,Taylor Inc,DataSphere,SR-83417,PROD-11615
Dashboard not loading,Data not syncing between apps,ISS-70863,API latency,Taylor PLC,Insight360,SR-82908,PROD-11129
Login failures after upgrade,API call fails after 30s,ISS-70864,Sync issue,Bartlett PLC,CloudEdge,SR-80154,PROD-11627
Missing data sync,Dashboard page crashes intermittently,ISS-70865,Sync issue,"Gonzalez, Matthews and Hunter",CloudEdge,SR-81954,PROD-11742
Dashboard not loading,Users unable to log in after v2.3 patch,ISS-70866,Login issue post-upgrade,Walker and Sons,CloudEdge,SR-82386,PROD-11452
Missing data sync,Dashboard page crashes intermittently,ISS-70867,API latency,"Phillips, Lin and Ward",Insight360,SR-84927,PROD-11640
Login failures after upgrade,Data not syncing between apps,ISS-70868,Performance degradation,"Thomas, Mcdonald and Miller",Insight360,SR-84333,PROD-11664
Slow system response,Data not syncing between apps,ISS-70869,Performance degradation,"Bell, Conway and Adams",DataSphere,SR-81962,PROD-11720
Login failures after upgrade,Dashboard page crashes intermittently,ISS-70870,Login issue post-upgrade,"Wilson, Atkins and Reyes",DataSphere,SR-81188,PROD-11921
Dashboard not loading,Data not syncing between apps,ISS-70871,Performance degradation,Sanchez-Graham,NetConnect,SR-82091,PROD-11232
API timeout errors,Average response time exceeds 10s,ISS-70872,API latency,Friedman-Mann,DataSphere,SR-81341,PROD-11493
Slow system response,API call fails after 30s,ISS-70873,UI crash,"Douglas, Hill and Hancock",CoreAnalytics,SR-81533,PROD-11688
Missing data sync,Users unable to log in after v2.3 patch,ISS-70874,API latency,Allen-Fuller,NetConnect,SR-84700,PROD-11057
