Inventory ID,Product Name,Inventory (Units),Quantity,Inventory Location,Inventory Status,Prod_ID,Last Updated Date,Supplier Name,Reorder Threshold,Storage Condition
INV-90680,StreamLine AP,171,2,Singapore DC,In Transit,PROD-11975,2025-03-26,NetWorld Partners,18,Climate-Controlled
INV-90681,SmartEdge Router,43,21,London Hub,On Hold,PROD-11024,2025-05-25,SecureLine Distributors,20,Climate-Controlled
INV-90682,VisionX Switch,454,56,Bangalore WH,In Transit,PROD-11801,2025-08-23,GlobalNet Supplies,34,Normal
INV-90683,VisionX Switch,444,88,Berlin DC,On Hold,PROD-11733,2025-08-22,SecureLine Distributors,54,Climate-Controlled
INV-90684,CloudHub Gateway,485,159,Singapore DC,Damaged,PROD-11248,2025-07-29,TechSource Inc,35,Normal
INV-90685,CloudHub Gateway,292,138,New York DC,In Transit,PROD-11010,2025-08-01,NetWorld Partners,23,Restricted
INV-90686,CloudHub Gateway,138,193,New York DC,Damaged,PROD-11050,2025-07-04,CloudWave Ltd,41,Climate-Controlled
INV-90687,CloudHub Gateway,21,192,London Hub,Damaged,PROD-11248,2025-05-19,TechSource Inc,49,Restricted
INV-90688,Nova Firewall,327,70,New York DC,Reserved,PROD-11024,2025-02-27,CloudWave Ltd,15,Restricted
INV-90689,Nova Firewall,397,30,Singapore DC,Reserved,PROD-11072,2025-05-19,GlobalNet Supplies,49,Climate-Controlled
INV-90690,SmartEdge Router,295,12,Berlin DC,In Transit,PROD-11300,2025-01-18,GlobalNet Supplies,10,Restricted
INV-90691,CloudHub Gateway,317,94,Singapore DC,In Transit,PROD-11973,2025-08-08,CloudWave Ltd,40,Normal
INV-90692,SmartEdge Router,49,106,Bangalore WH,Damaged,PROD-11311,2025-03-12,CloudWave Ltd,46,Restricted
INV-90693,VisionX Switch,149,16,New York DC,On Hold,PROD-11356,2025-08-04,TechSource Inc,48,Climate-Controlled
INV-90694,Nova Firewall,182,62,Berlin DC,Damaged,PROD-11703,2025-04-21,NetWorld Partners,50,Normal
INV-90695,StreamLine AP,496,173,Berlin DC,In Transit,PROD-11773,2025-07-18,CloudWave Ltd,56,Normal
INV-90696,VisionX Switch,358,113,New York DC,On Hold,PROD-11795,2025-06-11,GlobalNet Supplies,38,Normal
INV-90697,SmartEdge Router,377,122,Bangalore WH,Available,PROD-11101,2025-05-19,SecureLine Distributors,45,Restricted
INV-90698,VisionX Switch,166,0,Singapore DC,Damaged,PROD-11322,2025-07-10,NetWorld Partners,29,Climate-Controlled
INV-90699,SmartEdge Router,227,113,Berlin DC,Reserved,PROD-11214,2025-04-08,GlobalNet Supplies,40,Normal
INV-90700,CloudHub Gateway,48,23,New York DC,In Transit,PROD-11718,2025-06-29,SecureLine Distributors,33,Restricted
INV-90701,Nova Firewall,329,68,Singapore DC,Damaged,PROD-11570,2025-03-07,GlobalNet Supplies,50,Normal
INV-90702,Nova Firewall,422,20,Singapore DC,Reserved,PROD-11056,2025-02-14,NetWorld Partners,48,Normal
INV-90703,SmartEdge Router,110,143,Singapore DC,Available,PROD-11906,2025-08-27,NetWorld Partners,27,Normal
INV-90704,SmartEdge Router,474,42,New York DC,Reserved,PROD-11707,2025-01-24,TechSource Inc,44,Climate-Controlled
INV-90705,VisionX Switch,167,181,Bangalore WH,Damaged,PROD-11118,2025-01-06,CloudWave Ltd,28,Restricted
INV-90706,Nova Firewall,116,165,New York DC,Available,PROD-11319,2025-03-04,GlobalNet Supplies,13,Climate-Controlled
INV-90707,Nova Firewall,227,24,Singapore DC,Reserved,PROD-11635,2025-08-29,TechSource Inc,45,Restricted
INV-90708,VisionX Switch,474,191,Bangalore WH,Reserved,PROD-11653,2025-08-23,GlobalNet Supplies,18,Climate-Controlled
INV-90709,Nova Firewall,152,93,London Hub,Damaged,PROD-11574,2025-07-01,GlobalNet Supplies,15,Restricted
INV-90710,StreamLine AP,102,20,London Hub,In Transit,PROD-11120,2025-02-06,TechSource Inc,52,Climate-Controlled
INV-90711,VisionX Switch,21,5,New York DC,Reserved,PROD-11388,2025-01-27,TechSource Inc,29,Climate-Controlled
INV-90712,Nova Firewall,250,54,New York DC,In Transit,PROD-11830,2025-06-15,TechSource Inc,12,Normal
INV-90713,CloudHub Gateway,449,101,New York DC,On Hold,PROD-11828,2025-05-27,GlobalNet Supplies,50,Restricted
INV-90714,StreamLine AP,127,91,Singapore DC,In Transit,PROD-11742,2025-04-19,CloudWave Ltd,55,Climate-Controlled
INV-90715,CloudHub Gateway,418,158,London Hub,Reserved,PROD-11553,2025-02-20,SecureLine Distributors,28,Climate-Controlled
INV-90716,VisionX Switch,177,122,Singapore DC,Available,PROD-11935,2025-01-22,GlobalNet Supplies,23,Restricted
INV-90717,StreamLine AP,360,132,Bangalore WH,Damaged,PROD-11302,2025-06-05,SecureLine Distributors,12,Climate-Controlled
INV-90718,CloudHub Gateway,75,121,Berlin DC,In Transit,PROD-11990,2025-06-11,SecureLine Distributors,30,Normal
INV-90719,SmartEdge Router,276,112,Bangalore WH,Reserved,PROD-11237,2025-03-17,SecureLine Distributors,59,Climate-Controlled
INV-90720,StreamLine AP,457,104,Berlin DC,Damaged,PROD-11647,2025-03-30,NetWorld Partners,19,Restricted
INV-90721,VisionX Switch,396,28,Bangalore WH,On Hold,PROD-11285,2025-01-08,NetWorld Partners,32,Restricted
INV-90722,SmartEdge Router,238,180,Bangalore WH,In Transit,PROD-11904,2025-06-05,SecureLine Distributors,54,Climate-Controlled
INV-90723,VisionX Switch,468,173,Singapore DC,Damaged,PROD-11793,2025-06-23,SecureLine Distributors,33,Normal
INV-90724,VisionX Switch,218,129,Singapore DC,On Hold,PROD-11351,2025-01-01,CloudWave Ltd,11,Normal
INV-90725,VisionX Switch,313,10,Berlin DC,Damaged,PROD-11031,2025-03-14,TechSource Inc,46,Climate-Controlled
INV-90726,CloudHub Gateway,325,129,Singapore DC,Available,PROD-11120,2025-02-11,NetWorld Partners,20,Climate-Controlled
INV-90727,StreamLine AP,43,51,Bangalore WH,Damaged,PROD-11559,2025-04-30,GlobalNet Supplies,18,Restricted
INV-90728,CloudHub Gateway,321,44,New York DC,Available,PROD-11762,2025-04-02,GlobalNet Supplies,36,Climate-Controlled
INV-90729,CloudHub Gateway,176,160,New York DC,On Hold,PROD-11571,2025-06-06,GlobalNet Supplies,25,Restricted
INV-90730,VisionX Switch,368,147,Berlin DC,Reserved,PROD-11499,2025-04-15,GlobalNet Supplies,32,Climate-Controlled
INV-90731,SmartEdge Router,77,119,Berlin DC,On Hold,PROD-11233,2025-05-13,TechSource Inc,26,Climate-Controlled
INV-90732,Nova Firewall,318,43,New York DC,In Transit,PROD-11372,2025-06-11,SecureLine Distributors,27,Climate-Controlled
INV-90733,VisionX Switch,231,124,Bangalore WH,In Transit,PROD-11708,2025-07-23,CloudWave Ltd,44,Climate-Controlled
INV-90734,VisionX Switch,251,101,Berlin DC,Available,PROD-11925,2025-08-08,SecureLine Distributors,12,Climate-Controlled
INV-90735,VisionX Switch,51,107,Berlin DC,In Transit,PROD-11609,2025-07-21,TechSource Inc,49,Normal
INV-90736,SmartEdge Router,336,39,Bangalore WH,Reserved,PROD-11994,2025-03-14,TechSource Inc,22,Climate-Controlled
INV-90737,VisionX Switch,219,23,Singapore DC,Damaged,PROD-11595,2025-07-20,GlobalNet Supplies,60,Climate-Controlled
INV-90738,VisionX Switch,261,157,Berlin DC,Reserved,PROD-11565,2025-02-15,NetWorld Partners,48,Climate-Controlled
INV-90739,SmartEdge Router,417,116,New York DC,Available,PROD-11479,2025-07-25,NetWorld Partners,38,Restricted
INV-90740,VisionX Switch,398,69,Singapore DC,Available,PROD-11706,2025-04-12,TechSource Inc,56,Climate-Controlled
INV-90741,VisionX Switch,88,85,Singapore DC,On Hold,PROD-11064,2025-08-27,CloudWave Ltd,54,Normal
INV-90742,Nova Firewall,413,73,Berlin DC,On Hold,PROD-11957,2025-02-16,TechSource Inc,36,Restricted
INV-90743,CloudHub Gateway,410,166,Berlin DC,Available,PROD-11038,2025-07-01,SecureLine Distributors,26,Climate-Controlled
INV-90744,StreamLine AP,228,130,London Hub,Damaged,PROD-11789,2025-01-01,NetWorld Partners,55,Normal
INV-90745,VisionX Switch,333,172,Bangalore WH,Damaged,PROD-11530,2025-06-23,TechSource Inc,47,Restricted
INV-90746,Nova Firewall,277,35,Singapore DC,Available,PROD-11955,2025-01-18,SecureLine Distributors,26,Climate-Controlled
INV-90747,SmartEdge Router,194,47,Singapore DC,On Hold,PROD-11697,2025-08-03,GlobalNet Supplies,20,Restricted
INV-90748,Nova Firewall,126,169,Berlin DC,Reserved,PROD-11989,2025-03-02,SecureLine Distributors,18,Restricted
INV-90749,Nova Firewall,223,103,Berlin DC,In Transit,PROD-11907,2025-07-18,TechSource Inc,22,Climate-Controlled
INV-90750,Nova Firewall,106,164,London Hub,Available,PROD-11497,2025-08-27,GlobalNet Supplies,22,Climate-Controlled
INV-90751,CloudHub Gateway,198,34,Singapore DC,In Transit,PROD-11804,2025-01-26,NetWorld Partners,49,Normal
INV-90752,VisionX Switch,168,168,Bangalore WH,Reserved,PROD-11475,2025-04-30,NetWorld Partners,37,Climate-Controlled
INV-90753,Nova Firewall,185,175,Berlin DC,Damaged,PROD-11140,2025-07-26,SecureLine Distributors,40,Climate-Controlled
INV-90754,SmartEdge Router,115,121,London Hub,In Transit,PROD-11078,2025-08-19,CloudWave Ltd,25,Restricted
INV-90755,StreamLine AP,285,184,Berlin DC,Available,PROD-11220,2025-05-07,TechSource Inc,23,Normal
INV-90756,CloudHub Gateway,87,164,New York DC,Available,PROD-11193,2025-07-08,SecureLine Distributors,31,Normal
INV-90757,Nova Firewall,441,56,London Hub,Reserved,PROD-11312,2025-01-09,TechSource Inc,26,Climate-Controlled
INV-90758,SmartEdge Router,113,97,Berlin DC,On Hold,PROD-11143,2025-05-18,GlobalNet Supplies,18,Climate-Controlled
INV-90759,VisionX Switch,337,146,Berlin DC,Available,PROD-11416,2025-06-17,SecureLine Distributors,18,Restricted
INV-90760,Nova Firewall,450,21,Berlin DC,Reserved,PROD-11677,2025-05-12,NetWorld Partners,12,Normal
INV-90761,CloudHub Gateway,213,64,Berlin DC,Reserved,PROD-11459,2025-02-01,SecureLine Distributors,33,Normal
INV-90762,CloudHub Gateway,402,33,Bangalore WH,Damaged,PROD-11234,2025-01-12,GlobalNet Supplies,17,Normal
INV-90763,VisionX Switch,198,14,London Hub,On Hold,PROD-11410,2025-02-26,GlobalNet Supplies,23,Normal
INV-90764,VisionX Switch,201,31,Berlin DC,In Transit,PROD-11078,2025-04-03,CloudWave Ltd,44,Restricted
INV-90765,SmartEdge Router,340,115,Bangalore WH,On Hold,PROD-11298,2025-03-08,SecureLine Distributors,41,Normal
INV-90766,VisionX Switch,45,137,Bangalore WH,Damaged,PROD-11768,2025-04-05,GlobalNet Supplies,57,Normal
INV-90767,VisionX Switch,484,108,Berlin DC,In Transit,PROD-11748,2025-07-13,CloudWave Ltd,28,Restricted
INV-90768,SmartEdge Router,350,26,Singapore DC,Damaged,PROD-11480,2025-04-22,NetWorld Partners,48,Climate-Controlled
INV-90769,Nova Firewall,321,158,Bangalore WH,Reserved,PROD-11204,2025-08-27,NetWorld Partners,57,Restricted
INV-90770,VisionX Switch,42,16,New York DC,Damaged,PROD-11474,2025-08-14,GlobalNet Supplies,18,Climate-Controlled
INV-90771,Nova Firewall,418,141,Singapore DC,Available,PROD-11854,2025-08-10,CloudWave Ltd,32,Normal
INV-90772,VisionX Switch,351,31,London Hub,Damaged,PROD-11971,2025-02-10,GlobalNet Supplies,14,Climate-Controlled
INV-90773,Nova Firewall,224,168,London Hub,Available,PROD-11613,2025-07-31,CloudWave Ltd,22,Restricted
INV-90774,StreamLine AP,395,74,Berlin DC,On Hold,PROD-11227,2025-02-17,TechSource Inc,30,Normal
INV-90775,Nova Firewall,160,199,New York DC,Reserved,PROD-11880,2025-08-09,CloudWave Ltd,42,Normal
INV-90776,VisionX Switch,195,182,Bangalore WH,Damaged,PROD-11840,2025-08-17,NetWorld Partners,33,Restricted
INV-90777,CloudHub Gateway,337,150,Singapore DC,On Hold,PROD-11839,2025-06-21,TechSource Inc,47,Restricted
INV-90778,Nova Firewall,21,92,Bangalore WH,Damaged,PROD-11787,2025-04-15,SecureLine Distributors,20,Normal
INV-90779,CloudHub Gateway,324,49,Berlin DC,In Transit,PROD-11557,2025-05-14,TechSource Inc,36,Normal
INV-90780,SmartEdge Router,352,34,London Hub,Available,PROD-11178,2025-03-15,NetWorld Partners,32,Restricted
INV-90781,SmartEdge Router,267,184,Singapore DC,In Transit,PROD-11987,2025-02-21,NetWorld Partners,10,Climate-Controlled
INV-90782,StreamLine AP,104,16,Berlin DC,In Transit,PROD-11382,2025-06-09,NetWorld Partners,52,Restricted
INV-90783,CloudHub Gateway,73,78,London Hub,Reserved,PROD-11618,2025-06-19,TechSource Inc,58,Normal
INV-90784,StreamLine AP,483,192,Singapore DC,Reserved,PROD-11462,2025-03-07,TechSource Inc,53,Restricted
INV-90785,VisionX Switch,450,171,London Hub,Available,PROD-11133,2025-04-10,SecureLine Distributors,49,Climate-Controlled
INV-90786,VisionX Switch,217,32,New York DC,Damaged,PROD-11650,2025-04-13,CloudWave Ltd,38,Restricted
INV-90787,SmartEdge Router,198,135,Singapore DC,Reserved,PROD-11196,2025-06-27,TechSource Inc,58,Climate-Controlled
INV-90788,Nova Firewall,288,123,Berlin DC,Available,PROD-11225,2025-04-23,CloudWave Ltd,14,Climate-Controlled
INV-90789,CloudHub Gateway,71,111,Bangalore WH,Reserved,PROD-11054,2025-01-17,GlobalNet Supplies,47,Climate-Controlled
INV-90790,StreamLine AP,478,172,London Hub,Damaged,PROD-11835,2025-07-22,TechSource Inc,10,Restricted
INV-90791,VisionX Switch,491,14,New York DC,In Transit,PROD-11950,2025-06-15,CloudWave Ltd,41,Restricted
INV-90792,SmartEdge Router,282,168,Bangalore WH,Damaged,PROD-11243,2025-08-19,SecureLine Distributors,51,Restricted
INV-90793,VisionX Switch,58,35,Berlin DC,Reserved,PROD-11402,2025-05-15,NetWorld Partners,31,Normal
INV-90794,VisionX Switch,17,28,New York DC,Reserved,PROD-11702,2025-02-23,CloudWave Ltd,17,Restricted
INV-90795,Nova Firewall,74,94,New York DC,Available,PROD-11952,2025-02-08,GlobalNet Supplies,33,Climate-Controlled
INV-90796,SmartEdge Router,424,5,Berlin DC,Reserved,PROD-11582,2025-02-18,NetWorld Partners,43,Climate-Controlled
INV-90797,SmartEdge Router,445,182,Bangalore WH,On Hold,PROD-11942,2025-05-11,CloudWave Ltd,29,Restricted
INV-90798,StreamLine AP,393,59,Singapore DC,Damaged,PROD-11567,2025-07-25,SecureLine Distributors,34,Climate-Controlled
INV-90799,SmartEdge Router,72,34,Berlin DC,In Transit,PROD-11849,2025-04-30,GlobalNet Supplies,41,Restricted
INV-90800,StreamLine AP,473,61,London Hub,Reserved,PROD-11314,2025-08-28,GlobalNet Supplies,44,Climate-Controlled
INV-90801,SmartEdge Router,29,195,London Hub,Reserved,PROD-11318,2025-04-05,TechSource Inc,20,Restricted
INV-90802,StreamLine AP,194,107,Berlin DC,Available,PROD-11286,2025-03-11,TechSource Inc,22,Restricted
INV-90803,SmartEdge Router,301,106,Bangalore WH,In Transit,PROD-11562,2025-07-07,NetWorld Partners,26,Restricted
INV-90804,SmartEdge Router,303,135,Berlin DC,In Transit,PROD-11369,2025-08-05,SecureLine Distributors,39,Climate-Controlled
INV-90805,Nova Firewall,169,113,Singapore DC,In Transit,PROD-11551,2025-06-12,TechSource Inc,38,Restricted
INV-90806,Nova Firewall,457,52,Bangalore WH,On Hold,PROD-11222,2025-04-25,TechSource Inc,18,Normal
INV-90807,SmartEdge Router,180,144,Singapore DC,Available,PROD-11459,2025-04-01,SecureLine Distributors,47,Normal
INV-90808,Nova Firewall,112,84,Berlin DC,In Transit,PROD-11629,2025-06-08,SecureLine Distributors,26,Climate-Controlled
INV-90809,StreamLine AP,258,96,London Hub,Reserved,PROD-11102,2025-03-26,CloudWave Ltd,49,Restricted
INV-90810,SmartEdge Router,296,85,Singapore DC,Damaged,PROD-11099,2025-06-20,GlobalNet Supplies,20,Climate-Controlled
INV-90811,Nova Firewall,488,42,Berlin DC,Reserved,PROD-11680,2025-05-19,NetWorld Partners,38,Restricted
INV-90812,SmartEdge Router,425,89,Berlin DC,Damaged,PROD-11340,2025-04-09,GlobalNet Supplies,33,Normal
INV-90813,SmartEdge Router,370,156,London Hub,Damaged,PROD-11895,2025-07-04,CloudWave Ltd,12,Restricted
INV-90814,Nova Firewall,380,91,Bangalore WH,Reserved,PROD-11501,2025-01-17,SecureLine Distributors,50,Climate-Controlled
INV-90815,StreamLine AP,57,87,London Hub,Available,PROD-11514,2025-02-11,GlobalNet Supplies,44,Normal
INV-90816,Nova Firewall,409,89,Singapore DC,On Hold,PROD-11476,2025-06-12,SecureLine Distributors,14,Restricted
INV-90817,VisionX Switch,328,63,Singapore DC,Damaged,PROD-11541,2025-03-17,SecureLine Distributors,16,Normal
INV-90818,StreamLine AP,106,85,New York DC,Reserved,PROD-11651,2025-06-14,GlobalNet Supplies,10,Restricted
INV-90819,StreamLine AP,210,154,New York DC,Damaged,PROD-11027,2025-06-16,NetWorld Partners,55,Restricted
INV-90820,VisionX Switch,121,119,London Hub,Available,PROD-11476,2025-07-18,CloudWave Ltd,52,Climate-Controlled
INV-90821,VisionX Switch,230,110,London Hub,Available,PROD-11371,2025-05-31,SecureLine Distributors,43,Normal
INV-90822,SmartEdge Router,311,132,New York DC,On Hold,PROD-11117,2025-04-02,CloudWave Ltd,48,Restricted
INV-90823,SmartEdge Router,240,143,London Hub,Available,PROD-11664,2025-01-28,GlobalNet Supplies,19,Climate-Controlled
INV-90824,CloudHub Gateway,201,152,London Hub,In Transit,PROD-11858,2025-05-25,NetWorld Partners,39,Climate-Controlled
INV-90825,VisionX Switch,456,165,London Hub,On Hold,PROD-11819,2025-03-25,TechSource Inc,42,Normal
INV-90826,CloudHub Gateway,256,1,New York DC,Available,PROD-11703,2025-06-25,NetWorld Partners,23,Restricted
INV-90827,CloudHub Gateway,147,15,London Hub,On Hold,PROD-11925,2025-08-30,CloudWave Ltd,39,Climate-Controlled
INV-90828,StreamLine AP,341,51,Singapore DC,On Hold,PROD-11766,2025-04-05,TechSource Inc,55,Climate-Controlled
INV-90829,StreamLine AP,301,93,Berlin DC,In Transit,PROD-11183,2025-01-13,TechSource Inc,11,Climate-Controlled
INV-90830,SmartEdge Router,78,181,New York DC,Reserved,PROD-11683,2025-05-14,SecureLine Distributors,39,Restricted
INV-90831,Nova Firewall,470,93,Singapore DC,Available,PROD-11437,2025-01-07,GlobalNet Supplies,23,Climate-Controlled
INV-90832,Nova Firewall,357,151,London Hub,On Hold,PROD-11022,2025-07-10,GlobalNet Supplies,13,Climate-Controlled
INV-90833,SmartEdge Router,136,165,Singapore DC,In Transit,PROD-11865,2025-03-06,NetWorld Partners,35,Climate-Controlled
INV-90834,VisionX Switch,160,74,Berlin DC,On Hold,PROD-11846,2025-01-05,NetWorld Partners,49,Climate-Controlled
INV-90835,VisionX Switch,371,102,Bangalore WH,On Hold,PROD-11890,2025-05-18,TechSource Inc,50,Normal
INV-90836,SmartEdge Router,368,131,New York DC,In Transit,PROD-11824,2025-03-22,NetWorld Partners,12,Restricted
INV-90837,CloudHub Gateway,484,178,Bangalore WH,In Transit,PROD-11946,2025-02-26,TechSource Inc,52,Restricted
INV-90838,SmartEdge Router,245,114,Singapore DC,On Hold,PROD-11846,2025-06-14,GlobalNet Supplies,46,Climate-Controlled
INV-90839,CloudHub Gateway,469,145,Berlin DC,Damaged,PROD-11486,2025-03-08,NetWorld Partners,22,Climate-Controlled
INV-90840,VisionX Switch,272,142,New York DC,Damaged,PROD-11526,2025-08-27,GlobalNet Supplies,26,Restricted
INV-90841,VisionX Switch,277,195,Singapore DC,Reserved,PROD-11825,2025-03-05,TechSource Inc,27,Normal
INV-90842,StreamLine AP,328,164,Singapore DC,Reserved,PROD-11275,2025-01-08,GlobalNet Supplies,59,Restricted
INV-90843,Nova Firewall,417,187,Singapore DC,Damaged,PROD-11880,2025-08-14,SecureLine Distributors,13,Climate-Controlled
INV-90844,StreamLine AP,473,15,London Hub,In Transit,PROD-11829,2025-03-19,GlobalNet Supplies,49,Normal
INV-90845,Nova Firewall,293,147,Singapore DC,On Hold,PROD-11557,2025-06-06,SecureLine Distributors,36,Climate-Controlled
INV-90846,SmartEdge Router,366,25,New York DC,Available,PROD-11668,2025-04-03,CloudWave Ltd,40,Restricted
INV-90847,SmartEdge Router,315,99,London Hub,Available,PROD-11116,2025-04-01,SecureLine Distributors,57,Climate-Controlled
INV-90848,StreamLine AP,454,142,New York DC,Available,PROD-11819,2025-01-06,SecureLine Distributors,34,Restricted
INV-90849,CloudHub Gateway,386,33,Berlin DC,Damaged,PROD-11072,2025-03-05,SecureLine Distributors,10,Climate-Controlled
INV-90850,CloudHub Gateway,323,131,New York DC,Damaged,PROD-11941,2025-07-11,SecureLine Distributors,20,Climate-Controlled
INV-90851,Nova Firewall,331,150,New York DC,Damaged,PROD-11255,2025-07-20,NetWorld Partners,40,Normal
INV-90852,Nova Firewall,229,148,New York DC,Reserved,PROD-11613,2025-02-03,GlobalNet Supplies,30,Normal
INV-90853,StreamLine AP,366,113,Singapore DC,Reserved,PROD-11446,2025-06-14,CloudWave Ltd,32,Normal
INV-90854,Nova Firewall,86,180,London Hub,Available,PROD-11059,2025-07-18,NetWorld Partners,31,Normal
INV-90855,CloudHub Gateway,482,100,New York DC,In Transit,PROD-11638,2025-03-03,CloudWave Ltd,31,Restricted
INV-90856,StreamLine AP,405,4,Singapore DC,Available,PROD-11246,2025-04-01,GlobalNet Supplies,45,Normal
INV-90857,Nova Firewall,23,185,New York DC,In Transit,PROD-11132,2025-03-02,NetWorld Partners,15,Restricted
INV-90858,VisionX Switch,26,80,New York DC,In Transit,PROD-11607,2025-04-29,TechSource Inc,19,Restricted
INV-90859,CloudHub Gateway,140,92,London Hub,Reserved,PROD-11581,2025-05-21,SecureLine Distributors,50,Climate-Controlled
INV-90860,Nova Firewall,323,153,New York DC,On Hold,PROD-11501,2025-08-27,SecureLine Distributors,22,Climate-Controlled
INV-90861,SmartEdge Router,480,82,New York DC,On Hold,PROD-11880,2025-02-26,GlobalNet Supplies,20,Normal
INV-90862,Nova Firewall,247,48,Singapore DC,On Hold,PROD-11710,2025-02-16,GlobalNet Supplies,53,Restricted
INV-90863,Nova Firewall,20,191,Berlin DC,Available,PROD-11997,2025-08-25,CloudWave Ltd,29,Normal
INV-90864,VisionX Switch,26,107,Singapore DC,On Hold,PROD-11179,2025-06-05,CloudWave Ltd,28,Restricted
INV-90865,StreamLine AP,349,116,Bangalore WH,In Transit,PROD-11984,2025-07-03,GlobalNet Supplies,12,Normal
INV-90866,StreamLine AP,365,180,Singapore DC,Damaged,PROD-11031,2025-04-11,TechSource Inc,33,Restricted
INV-90867,SmartEdge Router,481,147,London Hub,Damaged,PROD-11653,2025-06-13,TechSource Inc,29,Restricted
INV-90868,StreamLine AP,377,193,Bangalore WH,On Hold,PROD-11338,2025-06-07,GlobalNet Supplies,56,Climate-Controlled
INV-90869,StreamLine AP,396,130,New York DC,In Transit,PROD-11242,2025-07-15,TechSource Inc,53,Normal
INV-90870,StreamLine AP,40,46,New York DC,Damaged,PROD-11635,2025-03-01,TechSource Inc,39,Normal
INV-90871,CloudHub Gateway,330,36,New York DC,In Transit,PROD-11568,2025-05-11,GlobalNet Supplies,53,Climate-Controlled
INV-90872,Nova Firewall,287,84,New York DC,On Hold,PROD-11599,2025-01-16,GlobalNet Supplies,42,Restricted
INV-90873,SmartEdge Router,341,146,Bangalore WH,Damaged,PROD-11506,2025-07-02,GlobalNet Supplies,30,Normal
INV-90874,StreamLine AP,488,86,Berlin DC,Damaged,PROD-11935,2025-02-14,NetWorld Partners,24,Restricted
INV-90875,StreamLine AP,402,161,Bangalore WH,Available,PROD-11012,2025-04-04,CloudWave Ltd,51,Climate-Controlled
INV-90876,Nova Firewall,356,25,Berlin DC,In Transit,PROD-11967,2025-01-01,GlobalNet Supplies,49,Restricted
INV-90877,CloudHub Gateway,386,158,Singapore DC,On Hold,PROD-11103,2025-04-19,SecureLine Distributors,52,Climate-Controlled
INV-90878,Nova Firewall,320,63,London Hub,On Hold,PROD-11225,2025-07-02,CloudWave Ltd,57,Climate-Controlled
INV-90879,CloudHub Gateway,108,36,Berlin DC,Damaged,PROD-11248,2025-03-25,GlobalNet Supplies,55,Normal
INV-90880,CloudHub Gateway,111,63,New York DC,In Transit,PROD-11097,2025-06-23,NetWorld Partners,36,Climate-Controlled
INV-90881,SmartEdge Router,360,144,London Hub,In Transit,PROD-11959,2025-07-07,SecureLine Distributors,17,Climate-Controlled
INV-90882,SmartEdge Router,477,100,New York DC,Damaged,PROD-11871,2025-02-22,SecureLine Distributors,35,Restricted
INV-90883,VisionX Switch,231,127,Bangalore WH,In Transit,PROD-11522,2025-06-01,GlobalNet Supplies,53,Climate-Controlled
INV-90884,VisionX Switch,12,94,Berlin DC,Available,PROD-11044,2025-02-25,SecureLine Distributors,57,Normal
INV-90885,VisionX Switch,278,16,Singapore DC,On Hold,PROD-11920,2025-03-17,CloudWave Ltd,60,Normal
INV-90886,SmartEdge Router,423,126,New York DC,Reserved,PROD-11620,2025-01-01,TechSource Inc,33,Restricted
INV-90887,SmartEdge Router,313,194,Berlin DC,In Transit,PROD-11081,2025-08-11,NetWorld Partners,23,Climate-Controlled
INV-90888,CloudHub Gateway,469,186,Singapore DC,Damaged,PROD-11743,2025-08-03,TechSource Inc,45,Normal
INV-90889,StreamLine AP,481,190,London Hub,On Hold,PROD-11527,2025-02-14,GlobalNet Supplies,55,Restricted
INV-90890,SmartEdge Router,102,109,Berlin DC,Reserved,PROD-11807,2025-01-06,CloudWave Ltd,30,Normal
INV-90891,CloudHub Gateway,50,120,Singapore DC,On Hold,PROD-11175,2025-03-08,GlobalNet Supplies,54,Restricted
INV-90892,VisionX Switch,117,48,Berlin DC,On Hold,PROD-11687,2025-04-20,CloudWave Ltd,47,Normal
INV-90893,Nova Firewall,330,121,Berlin DC,Available,PROD-11284,2025-08-02,TechSource Inc,52,Climate-Controlled
INV-90894,VisionX Switch,209,111,London Hub,In Transit,PROD-11951,2025-08-27,SecureLine Distributors,44,Restricted
INV-90895,StreamLine AP,380,167,Bangalore WH,In Transit,PROD-11663,2025-03-26,SecureLine Distributors,54,Climate-Controlled
INV-90896,VisionX Switch,80,167,London Hub,On Hold,PROD-11059,2025-04-15,SecureLine Distributors,22,Normal
INV-90897,Nova Firewall,240,9,Berlin DC,Damaged,PROD-11469,2025-08-04,CloudWave Ltd,18,Climate-Controlled
INV-90898,CloudHub Gateway,400,60,Bangalore WH,Damaged,PROD-11502,2025-03-01,TechSource Inc,27,Climate-Controlled
INV-90899,SmartEdge Router,68,154,Singapore DC,Available,PROD-11172,2025-07-15,TechSource Inc,13,Restricted
INV-90900,StreamLine AP,333,61,Berlin DC,In Transit,PROD-11109,2025-03-17,CloudWave Ltd,37,Climate-Controlled
INV-90901,StreamLine AP,487,85,London Hub,On Hold,PROD-11215,2025-02-17,GlobalNet Supplies,57,Normal
INV-90902,Nova Firewall,81,80,Berlin DC,In Transit,PROD-11997,2025-06-12,NetWorld Partners,35,Normal
INV-90903,Nova Firewall,270,195,Berlin DC,On Hold,PROD-11509,2025-05-17,NetWorld Partners,54,Climate-Controlled
INV-90904,Nova Firewall,308,69,London Hub,Reserved,PROD-11823,2025-06-14,NetWorld Partners,42,Normal
INV-90905,SmartEdge Router,103,67,New York DC,On Hold,PROD-11297,2025-05-31,TechSource Inc,57,Normal
