Logistics ID,Product Name,Order Date,Order Status,Fulfilment Date,Delivery Date,Delivery Status,Consignment Location,Cust_ID,Od_Contract_ID
LOG-80618,Nova Firewall,2025-07-13,Confirmed,2025-06-21,2025-04-20,Pending,Singapore WH,CUST-10700,ORD-43593
LOG-80619,Nova Firewall,2025-08-23,Delivered,2025-05-13,2025-03-02,In Transit,Singapore WH,CUST-10960,ORD-42584
LOG-80620,SmartEdge Router,2025-07-26,In Progress,2025-06-11,2025-01-05,Pending,Berlin Hub,CUST-10621,ORD-44653
LOG-80621,VisionX Switch,2025-07-15,Delivered,2025-05-18,2025-01-10,In Transit,London DC,CUST-10500,ORD-40055
LOG-80622,Nova Firewall,2025-04-04,Shipped,2025-01-19,2025-02-18,Delivered,London DC,CUST-10816,ORD-42260
LOG-80623,Nova Firewall,2025-04-05,Delivered,2025-07-06,2025-06-19,In Transit,New York DC,CUST-10262,ORD-43252
LOG-80624,CloudHub Gateway,2025-08-25,Confirmed,2025-08-16,2025-01-29,Out for Delivery,New York DC,CUST-10110,ORD-42600
LOG-80625,StreamLine AP,2025-05-22,Delivered,2025-05-30,2025-04-10,Out for Delivery,Bangalore WH,CUST-10911,ORD-44454
LOG-80626,SmartEdge Router,2025-03-12,In Progress,2025-04-08,2025-07-11,Out for Delivery,New York DC,CUST-10816,ORD-43800
LOG-80627,SmartEdge Router,2025-07-11,In Progress,2025-05-06,2025-08-15,Out for Delivery,Singapore WH,CUST-10839,ORD-44595
LOG-80628,SmartEdge Router,2025-02-11,Cancelled,2025-01-14,2025-03-10,Out for Delivery,Berlin Hub,CUST-10317,ORD-42528
LOG-80629,StreamLine AP,2025-01-11,Delivered,2025-02-19,2025-05-28,Out for Delivery,New York DC,CUST-10690,ORD-40773
LOG-80630,StreamLine AP,2025-05-12,In Progress,2025-02-25,2025-02-05,Returned,New York DC,CUST-10351,ORD-40156
LOG-80631,VisionX Switch,2025-07-10,Cancelled,2025-03-14,2025-05-21,Out for Delivery,Bangalore WH,CUST-10562,ORD-43204
LOG-80632,Nova Firewall,2025-03-04,In Progress,2025-07-27,2025-03-01,Returned,London DC,CUST-10786,ORD-43286
LOG-80633,CloudHub Gateway,2025-07-14,Delivered,2025-03-16,2025-05-10,In Transit,Singapore WH,CUST-10755,ORD-42650
LOG-80634,SmartEdge Router,2025-04-03,Delivered,2025-02-19,2025-03-02,Out for Delivery,London DC,CUST-10954,ORD-40734
LOG-80635,CloudHub Gateway,2025-06-02,Delivered,2025-02-21,2025-08-15,Pending,Singapore WH,CUST-10783,ORD-44147
LOG-80636,SmartEdge Router,2025-07-17,Cancelled,2025-01-17,2025-07-20,Returned,Bangalore WH,CUST-10701,ORD-42051
LOG-80637,StreamLine AP,2025-05-08,Cancelled,2025-07-30,2025-01-06,Delivered,Bangalore WH,CUST-10383,ORD-40565
LOG-80638,Nova Firewall,2025-04-30,Cancelled,2025-04-07,2025-05-06,In Transit,Singapore WH,CUST-10565,ORD-41393
LOG-80639,StreamLine AP,2025-08-25,Confirmed,2025-06-20,2025-03-01,Returned,London DC,CUST-10136,ORD-43262
LOG-80640,VisionX Switch,2025-01-12,In Progress,2025-08-13,2025-01-25,Pending,Berlin Hub,CUST-10504,ORD-43547
LOG-80641,CloudHub Gateway,2025-06-15,Shipped,2025-04-29,2025-05-23,Pending,New York DC,CUST-10224,ORD-43006
LOG-80642,StreamLine AP,2025-03-02,Confirmed,2025-06-05,2025-04-19,Pending,London DC,CUST-10203,ORD-40887
LOG-80643,Nova Firewall,2025-01-28,Delivered,2025-06-12,2025-03-25,Pending,Bangalore WH,CUST-10023,ORD-44538
LOG-80644,VisionX Switch,2025-03-09,Delivered,2025-04-09,2025-05-16,Delivered,New York DC,CUST-10958,ORD-43385
LOG-80645,SmartEdge Router,2025-08-22,Cancelled,2025-08-14,2025-01-30,Pending,Bangalore WH,CUST-10513,ORD-44561
LOG-80646,StreamLine AP,2025-02-24,Confirmed,2025-08-10,2025-04-27,In Transit,Bangalore WH,CUST-10771,ORD-40578
LOG-80647,VisionX Switch,2025-07-02,Confirmed,2025-01-04,2025-04-01,Returned,Berlin Hub,CUST-10315,ORD-43612
LOG-80648,StreamLine AP,2025-04-24,Delivered,2025-05-12,2025-07-18,Delivered,Berlin Hub,CUST-10329,ORD-44792
LOG-80649,SmartEdge Router,2025-05-29,In Progress,2025-03-14,2025-03-04,Delivered,New York DC,CUST-10631,ORD-43078
LOG-80650,SmartEdge Router,2025-04-23,Confirmed,2025-01-28,2025-01-09,Returned,Singapore WH,CUST-10028,ORD-42738
LOG-80651,Nova Firewall,2025-08-19,Delivered,2025-01-29,2025-07-22,In Transit,Bangalore WH,CUST-10466,ORD-41266
LOG-80652,SmartEdge Router,2025-08-17,Cancelled,2025-07-19,2025-06-14,Pending,Berlin Hub,CUST-10542,ORD-41042
LOG-80653,SmartEdge Router,2025-08-25,Cancelled,2025-03-19,2025-05-04,Out for Delivery,Berlin Hub,CUST-10338,ORD-43650
LOG-80654,SmartEdge Router,2025-06-02,Delivered,2025-07-31,2025-07-21,Out for Delivery,New York DC,CUST-10363,ORD-42366
LOG-80655,VisionX Switch,2025-08-09,Delivered,2025-04-15,2025-02-08,Delivered,Singapore WH,CUST-10195,ORD-44312
LOG-80656,VisionX Switch,2025-05-18,Cancelled,2025-02-05,2025-06-02,Out for Delivery,Singapore WH,CUST-10686,ORD-41503
LOG-80657,StreamLine AP,2025-05-12,Cancelled,2025-04-09,2025-04-18,In Transit,New York DC,CUST-10758,ORD-44284
LOG-80658,Nova Firewall,2025-02-05,Shipped,2025-04-22,2025-05-01,Returned,New York DC,CUST-10053,ORD-43675
LOG-80659,CloudHub Gateway,2025-05-26,Shipped,2025-04-27,2025-06-03,Returned,Bangalore WH,CUST-10791,ORD-44813
LOG-80660,StreamLine AP,2025-08-28,Shipped,2025-01-24,2025-02-10,In Transit,Berlin Hub,CUST-10965,ORD-42403
LOG-80661,SmartEdge Router,2025-03-18,Delivered,2025-01-19,2025-01-20,Returned,Berlin Hub,CUST-10060,ORD-41622
LOG-80662,CloudHub Gateway,2025-06-05,Confirmed,2025-08-16,2025-04-25,Out for Delivery,Singapore WH,CUST-10582,ORD-42133
LOG-80663,Nova Firewall,2025-07-10,Cancelled,2025-08-10,2025-02-24,Out for Delivery,London DC,CUST-10824,ORD-43001
LOG-80664,VisionX Switch,2025-03-17,Delivered,2025-02-17,2025-07-24,In Transit,Berlin Hub,CUST-10506,ORD-40383
LOG-80665,SmartEdge Router,2025-01-14,Confirmed,2025-02-03,2025-04-13,Out for Delivery,Singapore WH,CUST-10612,ORD-42781
LOG-80666,VisionX Switch,2025-06-23,Delivered,2025-06-13,2025-08-23,Delivered,Singapore WH,CUST-10880,ORD-44236
LOG-80667,CloudHub Gateway,2025-02-27,Shipped,2025-02-06,2025-05-23,Out for Delivery,Bangalore WH,CUST-10868,ORD-40175
LOG-80668,SmartEdge Router,2025-01-09,Cancelled,2025-05-06,2025-04-13,Returned,London DC,CUST-10030,ORD-42500
LOG-80669,CloudHub Gateway,2025-04-08,In Progress,2025-03-28,2025-06-01,Out for Delivery,New York DC,CUST-10583,ORD-43900
LOG-80670,CloudHub Gateway,2025-06-10,In Progress,2025-07-06,2025-04-06,In Transit,Bangalore WH,CUST-10659,ORD-40613
LOG-80671,StreamLine AP,2025-08-20,In Progress,2025-01-11,2025-02-10,Returned,Berlin Hub,CUST-10426,ORD-42934
LOG-80672,CloudHub Gateway,2025-04-30,Delivered,2025-01-23,2025-07-26,Delivered,London DC,CUST-10095,ORD-42827
LOG-80673,Nova Firewall,2025-02-12,Cancelled,2025-06-17,2025-06-24,In Transit,London DC,CUST-10690,ORD-44214
LOG-80674,SmartEdge Router,2025-06-16,Cancelled,2025-08-22,2025-05-11,In Transit,London DC,CUST-10156,ORD-40621
LOG-80675,StreamLine AP,2025-02-18,Cancelled,2025-03-06,2025-07-21,Delivered,Bangalore WH,CUST-10537,ORD-42781
LOG-80676,SmartEdge Router,2025-05-02,Confirmed,2025-01-18,2025-03-12,Out for Delivery,Bangalore WH,CUST-10134,ORD-41947
LOG-80677,CloudHub Gateway,2025-04-01,In Progress,2025-02-15,2025-05-21,Delivered,London DC,CUST-10221,ORD-44425
LOG-80678,StreamLine AP,2025-04-25,Confirmed,2025-01-23,2025-06-17,Delivered,Berlin Hub,CUST-10760,ORD-41673
LOG-80679,VisionX Switch,2025-05-06,Confirmed,2025-04-02,2025-03-11,Returned,New York DC,CUST-10983,ORD-40869
LOG-80680,Nova Firewall,2025-08-08,Cancelled,2025-05-05,2025-04-06,Pending,New York DC,CUST-10045,ORD-40286
LOG-80681,StreamLine AP,2025-07-18,Delivered,2025-05-28,2025-08-20,Out for Delivery,New York DC,CUST-10404,ORD-44211
LOG-80682,StreamLine AP,2025-08-21,Shipped,2025-03-14,2025-06-06,Out for Delivery,Berlin Hub,CUST-10045,ORD-40138
LOG-80683,CloudHub Gateway,2025-07-12,Delivered,2025-07-06,2025-02-23,Out for Delivery,New York DC,CUST-10286,ORD-42922
LOG-80684,CloudHub Gateway,2025-08-17,In Progress,2025-01-11,2025-05-26,Returned,Berlin Hub,CUST-10080,ORD-40711
LOG-80685,Nova Firewall,2025-06-13,Shipped,2025-04-15,2025-01-31,Out for Delivery,Bangalore WH,CUST-10403,ORD-43213
LOG-80686,StreamLine AP,2025-01-14,Shipped,2025-03-19,2025-01-27,Delivered,Berlin Hub,CUST-10196,ORD-41867
LOG-80687,Nova Firewall,2025-04-19,Shipped,2025-08-30,2025-08-05,In Transit,London DC,CUST-10395,ORD-44506
LOG-80688,SmartEdge Router,2025-07-31,Shipped,2025-03-04,2025-05-09,Returned,Bangalore WH,CUST-10095,ORD-43954
LOG-80689,SmartEdge Router,2025-06-18,Confirmed,2025-02-06,2025-05-04,In Transit,Bangalore WH,CUST-10205,ORD-40032
LOG-80690,StreamLine AP,2025-02-05,Delivered,2025-04-07,2025-02-13,Pending,Berlin Hub,CUST-10293,ORD-40811
LOG-80691,VisionX Switch,2025-05-02,Delivered,2025-07-15,2025-05-21,Delivered,London DC,CUST-10935,ORD-44899
LOG-80692,Nova Firewall,2025-02-06,In Progress,2025-02-21,2025-04-20,Delivered,London DC,CUST-10284,ORD-40278
LOG-80693,SmartEdge Router,2025-07-03,Delivered,2025-03-13,2025-07-28,In Transit,Berlin Hub,CUST-10935,ORD-40337
LOG-80694,SmartEdge Router,2025-08-26,Cancelled,2025-01-16,2025-06-07,Out for Delivery,Bangalore WH,CUST-10862,ORD-40933
LOG-80695,VisionX Switch,2025-08-14,Confirmed,2025-03-19,2025-03-14,Delivered,Berlin Hub,CUST-10020,ORD-43273
LOG-80696,CloudHub Gateway,2025-01-12,In Progress,2025-07-17,2025-01-14,In Transit,London DC,CUST-10506,ORD-42969
LOG-80697,Nova Firewall,2025-02-26,Confirmed,2025-06-20,2025-04-04,Out for Delivery,Singapore WH,CUST-10234,ORD-41860
LOG-80698,StreamLine AP,2025-06-24,Cancelled,2025-04-03,2025-04-13,In Transit,Berlin Hub,CUST-10811,ORD-43120
LOG-80699,StreamLine AP,2025-03-23,Confirmed,2025-08-21,2025-01-03,Delivered,New York DC,CUST-10293,ORD-44168
LOG-80700,CloudHub Gateway,2025-08-03,In Progress,2025-08-19,2025-05-02,Out for Delivery,Berlin Hub,CUST-10288,ORD-40893
LOG-80701,CloudHub Gateway,2025-03-05,In Progress,2025-01-29,2025-08-07,Returned,Bangalore WH,CUST-10536,ORD-41524
LOG-80702,VisionX Switch,2025-03-25,Delivered,2025-01-01,2025-03-05,In Transit,Singapore WH,CUST-10686,ORD-41882
LOG-80703,VisionX Switch,2025-06-01,Shipped,2025-04-11,2025-02-21,Pending,Bangalore WH,CUST-10865,ORD-40964
LOG-80704,StreamLine AP,2025-04-14,In Progress,2025-02-25,2025-07-31,Out for Delivery,Berlin Hub,CUST-10579,ORD-43465
LOG-80705,StreamLine AP,2025-05-13,Cancelled,2025-02-11,2025-08-23,Out for Delivery,Singapore WH,CUST-10492,ORD-42766
LOG-80706,SmartEdge Router,2025-03-06,Delivered,2025-05-17,2025-08-01,Out for Delivery,Bangalore WH,CUST-10901,ORD-44063
LOG-80707,SmartEdge Router,2025-06-08,Confirmed,2025-01-02,2025-07-16,Delivered,London DC,CUST-10115,ORD-41093
LOG-80708,Nova Firewall,2025-04-07,Shipped,2025-03-26,2025-04-03,Out for Delivery,Singapore WH,CUST-10789,ORD-43867
LOG-80709,VisionX Switch,2025-08-30,Confirmed,2025-05-24,2025-05-08,Delivered,London DC,CUST-10090,ORD-40144
LOG-80710,StreamLine AP,2025-02-16,Shipped,2025-07-10,2025-07-16,Returned,New York DC,CUST-10296,ORD-40773
LOG-80711,SmartEdge Router,2025-01-24,In Progress,2025-03-31,2025-05-27,In Transit,Bangalore WH,CUST-10310,ORD-40713
LOG-80712,SmartEdge Router,2025-08-26,Cancelled,2025-04-16,2025-07-01,Pending,Berlin Hub,CUST-10856,ORD-44512
LOG-80713,SmartEdge Router,2025-07-16,Shipped,2025-07-31,2025-06-30,Out for Delivery,London DC,CUST-10389,ORD-40612
LOG-80714,Nova Firewall,2025-03-27,Cancelled,2025-04-02,2025-05-12,Delivered,London DC,CUST-10847,ORD-42522
LOG-80715,StreamLine AP,2025-03-16,In Progress,2025-03-18,2025-06-11,Pending,New York DC,CUST-10472,ORD-40062
LOG-80716,Nova Firewall,2025-03-27,Shipped,2025-07-15,2025-08-11,Delivered,Bangalore WH,CUST-10312,ORD-44873
LOG-80717,CloudHub Gateway,2025-07-11,Confirmed,2025-01-18,2025-05-29,Returned,Singapore WH,CUST-10855,ORD-41495
LOG-80718,Nova Firewall,2025-08-21,Confirmed,2025-06-23,2025-03-30,Delivered,Singapore WH,CUST-10652,ORD-43170
LOG-80719,CloudHub Gateway,2025-01-03,Cancelled,2025-03-27,2025-02-05,Out for Delivery,New York DC,CUST-10664,ORD-43234
LOG-80720,StreamLine AP,2025-07-04,Delivered,2025-04-24,2025-03-06,In Transit,Berlin Hub,CUST-10648,ORD-44422
LOG-80721,Nova Firewall,2025-03-12,In Progress,2025-03-24,2025-01-16,Returned,Singapore WH,CUST-10923,ORD-44657
LOG-80722,VisionX Switch,2025-07-06,Delivered,2025-02-01,2025-01-15,Returned,Berlin Hub,CUST-10157,ORD-40496
LOG-80723,SmartEdge Router,2025-02-28,In Progress,2025-07-22,2025-01-09,Pending,Singapore WH,CUST-10198,ORD-42715
LOG-80724,SmartEdge Router,2025-08-30,Delivered,2025-06-06,2025-05-12,In Transit,Berlin Hub,CUST-10885,ORD-42351
LOG-80725,Nova Firewall,2025-01-27,In Progress,2025-06-04,2025-08-21,Delivered,Bangalore WH,CUST-10709,ORD-41108
LOG-80726,VisionX Switch,2025-06-14,In Progress,2025-02-08,2025-04-11,Out for Delivery,Berlin Hub,CUST-10734,ORD-41229
LOG-80727,VisionX Switch,2025-07-07,Cancelled,2025-06-13,2025-06-07,Pending,Singapore WH,CUST-10604,ORD-41715
LOG-80728,CloudHub Gateway,2025-07-03,Confirmed,2025-02-13,2025-01-16,Returned,Singapore WH,CUST-10264,ORD-41159
LOG-80729,VisionX Switch,2025-04-02,Cancelled,2025-05-14,2025-02-08,Returned,London DC,CUST-10870,ORD-42235
LOG-80730,SmartEdge Router,2025-02-06,Cancelled,2025-02-07,2025-02-22,In Transit,Berlin Hub,CUST-10193,ORD-42191
LOG-80731,VisionX Switch,2025-04-12,Confirmed,2025-04-30,2025-06-17,Delivered,New York DC,CUST-10612,ORD-44913
LOG-80732,SmartEdge Router,2025-02-04,Confirmed,2025-06-22,2025-05-24,In Transit,London DC,CUST-10320,ORD-42608
LOG-80733,SmartEdge Router,2025-08-25,Confirmed,2025-08-06,2025-02-17,Pending,London DC,CUST-10235,ORD-41984
LOG-80734,StreamLine AP,2025-01-15,In Progress,2025-02-24,2025-04-23,In Transit,Bangalore WH,CUST-10128,ORD-43899
LOG-80735,CloudHub Gateway,2025-07-04,Shipped,2025-05-15,2025-07-18,Pending,Singapore WH,CUST-10496,ORD-42304
LOG-80736,SmartEdge Router,2025-02-19,Delivered,2025-04-19,2025-02-11,Pending,Berlin Hub,CUST-10947,ORD-40758
LOG-80737,VisionX Switch,2025-05-09,Shipped,2025-01-25,2025-03-17,Delivered,Singapore WH,CUST-10227,ORD-43966
LOG-80738,VisionX Switch,2025-01-09,Delivered,2025-06-07,2025-06-27,Returned,New York DC,CUST-10536,ORD-40789
LOG-80739,StreamLine AP,2025-01-17,Confirmed,2025-08-03,2025-05-02,Out for Delivery,Singapore WH,CUST-10759,ORD-40707
LOG-80740,StreamLine AP,2025-02-20,Delivered,2025-04-30,2025-06-01,In Transit,New York DC,CUST-10872,ORD-44237
LOG-80741,StreamLine AP,2025-03-22,Shipped,2025-08-12,2025-07-27,Returned,Singapore WH,CUST-10238,ORD-43196
LOG-80742,VisionX Switch,2025-03-18,Cancelled,2025-01-25,2025-07-20,In Transit,Singapore WH,CUST-10806,ORD-42505
LOG-80743,VisionX Switch,2025-08-14,In Progress,2025-06-21,2025-07-04,Out for Delivery,Bangalore WH,CUST-10295,ORD-41762
LOG-80744,SmartEdge Router,2025-06-10,In Progress,2025-08-22,2025-06-28,Out for Delivery,New York DC,CUST-10697,ORD-41718
LOG-80745,StreamLine AP,2025-02-16,In Progress,2025-02-13,2025-06-20,Out for Delivery,Bangalore WH,CUST-10275,ORD-42526
LOG-80746,CloudHub Gateway,2025-05-02,Shipped,2025-02-15,2025-01-24,Delivered,Bangalore WH,CUST-10463,ORD-41292
LOG-80747,StreamLine AP,2025-03-14,Delivered,2025-04-14,2025-01-08,In Transit,New York DC,CUST-10007,ORD-41418
LOG-80748,SmartEdge Router,2025-03-29,Cancelled,2025-07-03,2025-03-30,Delivered,London DC,CUST-10063,ORD-42985
LOG-80749,StreamLine AP,2025-04-03,Delivered,2025-04-24,2025-02-08,Returned,London DC,CUST-10379,ORD-40210
LOG-80750,StreamLine AP,2025-06-09,Cancelled,2025-08-31,2025-03-03,In Transit,New York DC,CUST-10313,ORD-44478
LOG-80751,SmartEdge Router,2025-04-10,Confirmed,2025-04-22,2025-01-05,In Transit,Berlin Hub,CUST-10564,ORD-44120
LOG-80752,CloudHub Gateway,2025-08-05,In Progress,2025-06-23,2025-04-21,Pending,London DC,CUST-10418,ORD-41417
LOG-80753,StreamLine AP,2025-06-28,Delivered,2025-05-03,2025-07-31,Pending,Singapore WH,CUST-10396,ORD-43209
LOG-80754,CloudHub Gateway,2025-04-08,Shipped,2025-05-05,2025-07-18,Returned,Berlin Hub,CUST-10881,ORD-44112
LOG-80755,SmartEdge Router,2025-03-14,Confirmed,2025-02-05,2025-03-12,Delivered,Bangalore WH,CUST-10698,ORD-44652
LOG-80756,StreamLine AP,2025-06-19,Cancelled,2025-06-28,2025-04-11,Delivered,London DC,CUST-10580,ORD-40249
LOG-80757,SmartEdge Router,2025-07-17,Shipped,2025-08-23,2025-04-09,Returned,New York DC,CUST-10615,ORD-43350
LOG-80758,CloudHub Gateway,2025-01-08,In Progress,2025-02-08,2025-06-12,Out for Delivery,Bangalore WH,CUST-10101,ORD-42156
LOG-80759,SmartEdge Router,2025-05-16,Confirmed,2025-06-21,2025-07-05,Pending,Berlin Hub,CUST-10997,ORD-40214
LOG-80760,StreamLine AP,2025-03-08,Confirmed,2025-06-12,2025-04-26,Delivered,Singapore WH,CUST-10468,ORD-43780
LOG-80761,CloudHub Gateway,2025-06-16,Shipped,2025-02-08,2025-04-06,Delivered,Berlin Hub,CUST-10484,ORD-42730
LOG-80762,SmartEdge Router,2025-02-02,Confirmed,2025-02-04,2025-04-17,Returned,Bangalore WH,CUST-10774,ORD-44047
LOG-80763,SmartEdge Router,2025-07-18,Cancelled,2025-06-19,2025-06-19,In Transit,London DC,CUST-10635,ORD-41405
LOG-80764,SmartEdge Router,2025-06-22,Cancelled,2025-05-10,2025-05-10,Out for Delivery,New York DC,CUST-10838,ORD-43797
LOG-80765,CloudHub Gateway,2025-04-04,In Progress,2025-04-12,2025-08-27,Out for Delivery,Berlin Hub,CUST-10727,ORD-40180
LOG-80766,CloudHub Gateway,2025-05-20,Delivered,2025-01-06,2025-05-02,Pending,Singapore WH,CUST-10582,ORD-44694
LOG-80767,CloudHub Gateway,2025-08-31,Shipped,2025-02-03,2025-05-27,Delivered,Singapore WH,CUST-10537,ORD-41978
LOG-80768,Nova Firewall,2025-06-08,Confirmed,2025-02-01,2025-03-14,Returned,London DC,CUST-10094,ORD-42462
LOG-80769,VisionX Switch,2025-06-24,Delivered,2025-06-14,2025-07-28,In Transit,Bangalore WH,CUST-10125,ORD-40572
LOG-80770,VisionX Switch,2025-08-16,In Progress,2025-02-16,2025-04-18,Returned,Singapore WH,CUST-10212,ORD-41064
LOG-80771,SmartEdge Router,2025-05-25,Cancelled,2025-04-28,2025-01-06,In Transit,London DC,CUST-10394,ORD-43916
LOG-80772,CloudHub Gateway,2025-06-02,In Progress,2025-06-22,2025-01-01,Pending,Singapore WH,CUST-10144,ORD-42341
LOG-80773,SmartEdge Router,2025-06-02,Cancelled,2025-08-31,2025-08-18,In Transit,Bangalore WH,CUST-10923,ORD-40373
LOG-80774,StreamLine AP,2025-05-11,Confirmed,2025-04-19,2025-07-14,Returned,Berlin Hub,CUST-10112,ORD-44812
LOG-80775,VisionX Switch,2025-02-01,Shipped,2025-06-12,2025-04-15,Returned,Bangalore WH,CUST-10648,ORD-40582
LOG-80776,CloudHub Gateway,2025-08-28,Delivered,2025-04-03,2025-06-12,In Transit,Singapore WH,CUST-10821,ORD-40833
LOG-80777,CloudHub Gateway,2025-01-14,Cancelled,2025-05-13,2025-06-24,Pending,Singapore WH,CUST-10800,ORD-41041
LOG-80778,StreamLine AP,2025-05-05,Shipped,2025-03-19,2025-06-18,Pending,Berlin Hub,CUST-10193,ORD-41146
LOG-80779,CloudHub Gateway,2025-07-15,In Progress,2025-01-02,2025-04-14,Pending,Bangalore WH,CUST-10208,ORD-40867
LOG-80780,CloudHub Gateway,2025-02-27,Cancelled,2025-07-24,2025-03-17,Out for Delivery,New York DC,CUST-10981,ORD-42916
LOG-80781,Nova Firewall,2025-01-01,Shipped,2025-06-18,2025-02-18,In Transit,London DC,CUST-10832,ORD-44704
LOG-80782,CloudHub Gateway,2025-02-23,Cancelled,2025-06-21,2025-04-28,Out for Delivery,Singapore WH,CUST-10620,ORD-43689
LOG-80783,VisionX Switch,2025-03-10,Shipped,2025-02-13,2025-03-15,Pending,Bangalore WH,CUST-10716,ORD-41903
LOG-80784,VisionX Switch,2025-08-02,Shipped,2025-07-17,2025-04-05,Out for Delivery,London DC,CUST-10318,ORD-44624
LOG-80785,CloudHub Gateway,2025-02-16,Confirmed,2025-08-01,2025-06-13,Out for Delivery,Bangalore WH,CUST-10704,ORD-43909
LOG-80786,Nova Firewall,2025-06-23,In Progress,2025-05-10,2025-05-07,Pending,London DC,CUST-10023,ORD-42961
LOG-80787,StreamLine AP,2025-08-13,Confirmed,2025-02-28,2025-05-17,Delivered,Singapore WH,CUST-10698,ORD-40460
LOG-80788,SmartEdge Router,2025-05-30,Shipped,2025-08-11,2025-02-21,In Transit,Bangalore WH,CUST-10969,ORD-40708
LOG-80789,StreamLine AP,2025-05-17,Confirmed,2025-05-11,2025-02-01,Pending,Bangalore WH,CUST-10350,ORD-43426
LOG-80790,SmartEdge Router,2025-04-01,In Progress,2025-01-21,2025-04-06,Out for Delivery,New York DC,CUST-10297,ORD-41795
LOG-80791,VisionX Switch,2025-04-21,Cancelled,2025-08-31,2025-05-23,Returned,London DC,CUST-10106,ORD-41269
LOG-80792,StreamLine AP,2025-07-02,Shipped,2025-03-17,2025-04-11,In Transit,New York DC,CUST-10102,ORD-41385
LOG-80793,VisionX Switch,2025-07-26,In Progress,2025-03-20,2025-06-14,Pending,New York DC,CUST-10205,ORD-40581
LOG-80794,Nova Firewall,2025-02-19,In Progress,2025-01-01,2025-05-29,Out for Delivery,London DC,CUST-10724,ORD-43915
LOG-80795,VisionX Switch,2025-08-15,In Progress,2025-02-12,2025-06-22,Pending,Singapore WH,CUST-10622,ORD-40141
LOG-80796,StreamLine AP,2025-05-20,In Progress,2025-06-14,2025-01-22,Pending,London DC,CUST-10076,ORD-44609
LOG-80797,SmartEdge Router,2025-05-13,Confirmed,2025-04-11,2025-04-02,Pending,Berlin Hub,CUST-10130,ORD-43083
LOG-80798,VisionX Switch,2025-04-23,Shipped,2025-02-17,2025-01-24,Returned,Berlin Hub,CUST-10510,ORD-43701
LOG-80799,StreamLine AP,2025-07-27,Delivered,2025-07-11,2025-04-22,Out for Delivery,London DC,CUST-10395,ORD-42042
LOG-80800,Nova Firewall,2025-06-05,Confirmed,2025-05-18,2025-04-23,Out for Delivery,Bangalore WH,CUST-10403,ORD-41949
LOG-80801,CloudHub Gateway,2025-05-14,In Progress,2025-05-23,2025-08-16,Returned,Bangalore WH,CUST-10575,ORD-41481
LOG-80802,VisionX Switch,2025-05-10,Cancelled,2025-03-22,2025-08-30,In Transit,Singapore WH,CUST-10012,ORD-42003
LOG-80803,CloudHub Gateway,2025-04-19,Shipped,2025-01-12,2025-02-20,Delivered,Berlin Hub,CUST-10468,ORD-43648
LOG-80804,StreamLine AP,2025-05-30,Shipped,2025-02-18,2025-04-27,Pending,Singapore WH,CUST-10455,ORD-40985
LOG-80805,SmartEdge Router,2025-06-17,Shipped,2025-07-20,2025-04-27,Pending,Singapore WH,CUST-10706,ORD-43306
LOG-80806,Nova Firewall,2025-07-08,Confirmed,2025-02-19,2025-04-16,Out for Delivery,Bangalore WH,CUST-10533,ORD-43488
LOG-80807,SmartEdge Router,2025-06-20,Shipped,2025-02-21,2025-03-18,Pending,Bangalore WH,CUST-10664,ORD-41838
LOG-80808,VisionX Switch,2025-01-12,Delivered,2025-04-12,2025-03-28,Delivered,London DC,CUST-10271,ORD-40483
LOG-80809,SmartEdge Router,2025-07-05,Shipped,2025-01-14,2025-07-17,In Transit,Berlin Hub,CUST-10386,ORD-42475
LOG-80810,SmartEdge Router,2025-04-27,Delivered,2025-07-26,2025-02-05,Delivered,New York DC,CUST-10199,ORD-41995
LOG-80811,CloudHub Gateway,2025-07-28,Shipped,2025-06-06,2025-05-11,Out for Delivery,Singapore WH,CUST-10240,ORD-42008
LOG-80812,SmartEdge Router,2025-06-26,Delivered,2025-02-05,2025-03-01,Delivered,London DC,CUST-10545,ORD-44132
LOG-80813,StreamLine AP,2025-04-06,Shipped,2025-05-07,2025-07-02,Returned,New York DC,CUST-10009,ORD-41596
LOG-80814,Nova Firewall,2025-06-24,Shipped,2025-08-18,2025-01-29,In Transit,Bangalore WH,CUST-10974,ORD-42783
LOG-80815,SmartEdge Router,2025-04-27,In Progress,2025-07-30,2025-06-23,In Transit,New York DC,CUST-10138,ORD-44426
LOG-80816,VisionX Switch,2025-04-05,In Progress,2025-05-24,2025-02-01,Pending,London DC,CUST-10365,ORD-43808
LOG-80817,Nova Firewall,2025-01-22,Shipped,2025-02-10,2025-01-26,Delivered,New York DC,CUST-10847,ORD-40817
LOG-80818,VisionX Switch,2025-04-23,Shipped,2025-08-03,2025-01-05,Out for Delivery,Berlin Hub,CUST-10038,ORD-40731
LOG-80819,VisionX Switch,2025-02-12,Confirmed,2025-05-30,2025-04-29,In Transit,London DC,CUST-10564,ORD-41997
LOG-80820,VisionX Switch,2025-03-24,In Progress,2025-04-19,2025-02-05,Pending,Bangalore WH,CUST-10579,ORD-43900
LOG-80821,VisionX Switch,2025-02-10,Delivered,2025-07-05,2025-02-25,Pending,Bangalore WH,CUST-10653,ORD-42202
LOG-80822,CloudHub Gateway,2025-03-01,Shipped,2025-03-24,2025-04-05,Returned,New York DC,CUST-10583,ORD-41965
