Order ID,Customer Name,Order Date,Order Status,Order Value ($),Order Qty,Product Name,Product Desc,Product Family,Ship to Country,Bill to Country,Party ID,Product ID
ORD-41150,Ware-Walker,2025-07-07,In Progress,20555,2,Insight360,Wi‑Fi 6 access point,Storage,Germany,India,CUST-10426,PROD-11280
ORD-43618,Johnson PLC,2025-01-19,Returned,22257,41,CoreAnalytics,Next-gen firewall,AI Solutions,Germany,Singapore,CUST-10395,PROD-11058
ORD-40292,Drake-Parker,2024-12-09,Cancelled,21259,9,Insight360,48-port managed switch,AI Solutions,Brazil,India,CUST-10124,PROD-11748
ORD-43750,Scott-Newman,2024-12-07,Returned,3395,15,NetConnect,48-port managed switch,Security,UK,USA,CUST-10575,PROD-11297
ORD-43587,Cobb-Marsh,2025-04-16,Cancelled,12618,2,DataSphere,AI-powered analytics core,AI Solutions,Brazil,India,CUST-10169,PROD-11014
ORD-40534,"Raymond, Lara and Daniel",2025-08-04,In Progress,5389,1,CoreAnalytics,48-port managed switch,Security,India,USA,CUST-10517,PROD-11655
ORD-43608,"Matthews, Bradley and Brady",2025-07-08,Returned,13955,31,DataSphere,AI-powered analytics core,Cloud Infra,Australia,India,CUST-10543,PROD-11146
ORD-42649,Hale LLC,2025-07-19,Returned,11746,16,CoreAnalytics,Hybrid cloud gateway,Networking,India,UAE,CUST-10801,PROD-11865
ORD-44811,"Le, Murray and Reid",2025-07-12,Shipped,20050,24,DataSphere,Next-gen firewall,AI Solutions,Germany,India,CUST-10922,PROD-11311
ORD-41984,"Richards, Campbell and Ryan",2025-07-26,Shipped,23836,32,CloudEdge,AI-powered analytics core,Cloud Infra,UAE,UAE,CUST-10232,PROD-11345
ORD-42933,Perez PLC,2025-07-04,Shipped,3006,2,CoreAnalytics,Next-gen firewall,Cloud Infra,Germany,Singapore,CUST-10586,PROD-11889
ORD-41537,Taylor Inc,2025-03-22,Returned,18146,40,CloudEdge,Hybrid cloud gateway,AI Solutions,Singapore,India,CUST-10968,PROD-11369
ORD-44535,"Peterson, Wright and Hamilton",2024-11-10,Cancelled,9913,8,NetConnect,High-speed enterprise router,Storage,USA,Germany,CUST-10151,PROD-11963
ORD-44173,Frank-Hodge,2024-10-28,Delivered,23183,12,Insight360,High-speed enterprise router,Wireless,India,Germany,CUST-10963,PROD-11487
ORD-43361,Diaz Group,2024-11-19,Cancelled,13137,31,CloudEdge,Hybrid cloud gateway,Networking,India,Brazil,CUST-10123,PROD-11376
ORD-43666,Anderson Inc,2024-09-03,Shipped,19960,37,CloudEdge,High-speed enterprise router,Cloud Infra,UAE,UK,CUST-10824,PROD-11468
ORD-44006,"Mack, Ferguson and Carpenter",2024-11-09,Returned,1902,38,CoreAnalytics,Next-gen firewall,Wireless,Brazil,Australia,CUST-10636,PROD-11971
ORD-43627,Ware-Walker,2025-06-06,Cancelled,16837,13,Insight360,Next-gen firewall,Security,Brazil,UK,CUST-10150,PROD-11844
ORD-40587,Porter-Martin,2024-09-05,Shipped,19858,7,CloudEdge,Wi‑Fi 6 access point,Security,UAE,Singapore,CUST-10362,PROD-11031
ORD-43257,"Allen, Hernandez and Tyler",2025-03-13,Cancelled,20582,10,NetConnect,Hybrid cloud gateway,Security,Australia,Brazil,CUST-10930,PROD-11946
ORD-42299,"Everett, Ortiz and Smith",2024-09-21,Returned,9800,12,NetConnect,Next-gen firewall,Storage,USA,Singapore,CUST-10168,PROD-11662
ORD-43989,"Spears, Decker and Chavez",2025-01-06,Shipped,6568,50,CoreAnalytics,AI-powered analytics core,Cloud Infra,UK,Brazil,CUST-10754,PROD-11674
ORD-40585,Jordan-Hamilton,2025-07-20,Returned,19513,38,CoreAnalytics,Hybrid cloud gateway,Wireless,Germany,USA,CUST-10207,PROD-11393
ORD-42424,"Douglas, Cook and Perez",2025-03-19,Shipped,15999,34,Insight360,High-speed enterprise router,Cloud Infra,India,UAE,CUST-10437,PROD-11906
ORD-41392,Guzman Group,2025-04-06,Cancelled,18040,8,CloudEdge,AI-powered analytics core,Cloud Infra,Singapore,Brazil,CUST-10836,PROD-11348
ORD-44526,"Perez, Mccoy and Ramirez",2025-08-18,In Progress,7153,14,DataSphere,High-speed enterprise router,Networking,UK,UK,CUST-10510,PROD-11524
ORD-44921,Gallegos-Kennedy,2024-10-20,Shipped,8431,46,DataSphere,Hybrid cloud gateway,Networking,Brazil,UAE,CUST-10978,PROD-11795
ORD-44801,Humphrey and Sons,2025-07-31,Returned,10834,35,NetConnect,Hybrid cloud gateway,Networking,Australia,UAE,CUST-10320,PROD-11295
ORD-43241,Wood LLC,2025-04-12,In Progress,8279,48,NetConnect,AI-powered analytics core,Analytics,India,UAE,CUST-10911,PROD-11990
ORD-44282,Jimenez and Sons,2024-10-12,Cancelled,19201,31,CloudEdge,AI-powered analytics core,Security,UK,USA,CUST-10362,PROD-11718
ORD-43339,Wu-Nguyen,2025-04-28,Cancelled,10966,42,CoreAnalytics,High-speed enterprise router,Cloud Infra,Singapore,USA,CUST-10616,PROD-11674
ORD-43221,Gross Ltd,2024-09-20,Returned,18714,36,CoreAnalytics,High-speed enterprise router,Storage,Singapore,Singapore,CUST-10073,PROD-11378
ORD-42112,Chang-Chen,2024-12-03,Delivered,6331,40,NetConnect,Next-gen firewall,Networking,Australia,Australia,CUST-10580,PROD-11355
ORD-41175,Hernandez-Carter,2024-12-16,In Progress,4055,46,CloudEdge,AI-powered analytics core,Storage,India,Germany,CUST-10497,PROD-11151
ORD-44863,"Douglas, Cook and Perez",2025-04-29,Delivered,18235,36,Insight360,Hybrid cloud gateway,Analytics,USA,India,CUST-10876,PROD-11517
ORD-43812,Powers Ltd,2025-02-19,Cancelled,6771,29,Insight360,AI-powered analytics core,Wireless,UK,Brazil,CUST-10329,PROD-11487
ORD-41868,Soto LLC,2025-01-07,Cancelled,11381,36,NetConnect,Hybrid cloud gateway,Wireless,Brazil,Australia,CUST-10841,PROD-11166
ORD-42615,Bryant-Lawson,2024-09-15,In Progress,11428,21,CloudEdge,Hybrid cloud gateway,Security,India,USA,CUST-10780,PROD-11183
ORD-43867,"Adams, Johnson and Davis",2025-01-20,Returned,24120,4,CloudEdge,Next-gen firewall,Networking,Australia,India,CUST-10712,PROD-11445
ORD-44886,Smith Group,2025-03-14,Returned,11095,17,NetConnect,Hybrid cloud gateway,Wireless,Brazil,Singapore,CUST-10085,PROD-11082
ORD-43779,Drake-Parker,2024-12-05,Delivered,24427,23,Insight360,High-speed enterprise router,Analytics,India,Brazil,CUST-10077,PROD-11953
ORD-43847,"Brown, Lynch and Ritter",2024-11-26,Delivered,19622,8,NetConnect,Hybrid cloud gateway,AI Solutions,Australia,USA,CUST-10883,PROD-11021
ORD-42417,Hardy Group,2025-01-04,Delivered,8342,36,NetConnect,High-speed enterprise router,Networking,UAE,India,CUST-10974,PROD-11932
ORD-40071,Case and Sons,2025-04-22,Cancelled,22013,31,CoreAnalytics,Hybrid cloud gateway,Security,Singapore,India,CUST-10977,PROD-11019
ORD-44881,Davis Inc,2025-01-19,In Progress,4811,9,DataSphere,High-speed enterprise router,Analytics,Brazil,India,CUST-10924,PROD-11558
ORD-41127,"Franklin, Martin and White",2025-03-20,Delivered,17591,23,NetConnect,Next-gen firewall,AI Solutions,Germany,Singapore,CUST-10067,PROD-11079
ORD-44025,"Clark, Ramirez and Chambers",2024-09-06,In Progress,10262,23,NetConnect,Hybrid cloud gateway,AI Solutions,Singapore,UK,CUST-10782,PROD-11716
ORD-43251,Rogers LLC,2025-04-21,Cancelled,9997,50,DataSphere,Wi‑Fi 6 access point,Storage,UK,India,CUST-10422,PROD-11099
ORD-43902,Burke Group,2025-03-03,In Progress,19078,34,DataSphere,AI-powered analytics core,Security,USA,UAE,CUST-10605,PROD-11976
ORD-41096,Norris-Riley,2025-07-12,Cancelled,10989,19,CloudEdge,AI-powered analytics core,Cloud Infra,Singapore,Brazil,CUST-10884,PROD-11211
ORD-44546,"Mccann, Dawson and Macias",2024-11-16,Returned,12248,21,NetConnect,High-speed enterprise router,Cloud Infra,Brazil,USA,CUST-10492,PROD-11079
ORD-41213,Webster Ltd,2024-11-23,Shipped,19419,14,NetConnect,Next-gen firewall,AI Solutions,UK,USA,CUST-10653,PROD-11426
ORD-43922,"Bush, Carter and Ramsey",2025-06-20,Returned,3904,20,CloudEdge,Next-gen firewall,Networking,UAE,UK,CUST-10317,PROD-11632
ORD-41426,Strickland Ltd,2024-12-21,Delivered,15504,38,DataSphere,High-speed enterprise router,Storage,Brazil,Singapore,CUST-10688,PROD-11939
ORD-43067,Brennan-Hill,2025-07-02,Shipped,16180,25,CoreAnalytics,High-speed enterprise router,Storage,Singapore,UAE,CUST-10168,PROD-11999
ORD-44520,Andrade-Moore,2024-10-10,Shipped,13549,26,Insight360,Wi‑Fi 6 access point,Storage,UK,Australia,CUST-10583,PROD-11177
ORD-42101,Norman Inc,2025-08-31,Returned,7556,5,DataSphere,Wi‑Fi 6 access point,Cloud Infra,USA,UK,CUST-10823,PROD-11706
ORD-40808,Coffey Group,2025-06-30,In Progress,13492,12,Insight360,High-speed enterprise router,Wireless,UK,Singapore,CUST-10179,PROD-11790
ORD-44744,Mcdonald-Fernandez,2024-12-28,Delivered,16125,1,CloudEdge,48-port managed switch,Networking,India,Brazil,CUST-10653,PROD-11525
ORD-43751,Moore-Smith,2024-12-22,Shipped,24890,20,CoreAnalytics,Next-gen firewall,Security,Brazil,Germany,CUST-10856,PROD-11623
ORD-41363,Green Inc,2025-01-19,Returned,15596,21,CoreAnalytics,Hybrid cloud gateway,AI Solutions,UK,Singapore,CUST-10240,PROD-11490
ORD-42318,"Ramirez, Lee and Rodriguez",2025-07-02,Delivered,18976,7,Insight360,Hybrid cloud gateway,Analytics,UK,Australia,CUST-10661,PROD-11478
ORD-44582,Dunn-Anderson,2025-06-27,Returned,9053,49,CoreAnalytics,Hybrid cloud gateway,Wireless,UAE,USA,CUST-10135,PROD-11672
ORD-44742,"Lynch, Lynch and Mitchell",2025-05-13,In Progress,21455,28,DataSphere,Next-gen firewall,AI Solutions,Brazil,India,CUST-10283,PROD-11240
ORD-41026,Meyer-Frazier,2024-11-04,Delivered,18757,27,CoreAnalytics,AI-powered analytics core,Networking,UK,Singapore,CUST-10897,PROD-11272
ORD-43110,Fisher LLC,2025-03-12,Cancelled,15088,22,CloudEdge,48-port managed switch,Storage,Brazil,UAE,CUST-10181,PROD-11869
ORD-42111,"Massey, Wells and Herrera",2025-04-20,Shipped,2909,44,DataSphere,Hybrid cloud gateway,Wireless,Singapore,Australia,CUST-10546,PROD-11683
ORD-41042,Choi Ltd,2024-12-22,Shipped,23555,15,CloudEdge,Hybrid cloud gateway,Cloud Infra,Australia,India,CUST-10151,PROD-11749
ORD-41877,"Richards, Ortega and David",2025-07-02,Cancelled,8569,14,NetConnect,High-speed enterprise router,AI Solutions,India,Germany,CUST-10249,PROD-11518
ORD-40882,"Wilkinson, Lane and Fields",2025-07-07,Cancelled,3670,31,Insight360,Hybrid cloud gateway,AI Solutions,USA,Germany,CUST-10516,PROD-11080
ORD-44300,"Garcia, Mcmillan and Chaney",2025-03-18,Shipped,23646,41,CoreAnalytics,Wi‑Fi 6 access point,Storage,Brazil,UAE,CUST-10745,PROD-11157
ORD-41193,Haas-Morgan,2025-06-02,Returned,7557,36,CoreAnalytics,AI-powered analytics core,Cloud Infra,Germany,UAE,CUST-10338,PROD-11039
ORD-44588,"Jones, Martinez and Evans",2024-09-13,Returned,16036,13,CoreAnalytics,AI-powered analytics core,AI Solutions,USA,UK,CUST-10636,PROD-11358
ORD-44511,Palmer-Barrett,2025-06-07,Delivered,20948,19,Insight360,Hybrid cloud gateway,AI Solutions,Brazil,India,CUST-10228,PROD-11797
ORD-43671,"Gonzalez, Williams and Moreno",2025-07-12,Delivered,8922,31,CloudEdge,Next-gen firewall,Analytics,Germany,Australia,CUST-10549,PROD-11163
ORD-40625,Johnson and Sons,2025-02-01,Returned,8072,7,CloudEdge,Wi‑Fi 6 access point,Networking,UK,UK,CUST-10288,PROD-11184
ORD-42797,Villegas LLC,2025-01-09,Returned,3650,30,CoreAnalytics,48-port managed switch,Security,Germany,UK,CUST-10428,PROD-11257
ORD-44292,"Jackson, Johns and Duarte",2025-04-05,In Progress,7525,45,NetConnect,Next-gen firewall,Analytics,Germany,UK,CUST-10259,PROD-11454
ORD-44969,Meyer-Frazier,2024-12-11,Delivered,15379,25,NetConnect,48-port managed switch,Cloud Infra,Singapore,UK,CUST-10718,PROD-11082
ORD-40234,Brennan Group,2025-03-19,Delivered,1545,8,Insight360,Hybrid cloud gateway,AI Solutions,India,Australia,CUST-10460,PROD-11280
ORD-44567,Castro LLC,2025-06-02,Returned,23191,8,DataSphere,Hybrid cloud gateway,Analytics,Australia,UAE,CUST-10280,PROD-11128
ORD-41663,"Beasley, Mills and Vazquez",2024-12-14,In Progress,15435,45,DataSphere,AI-powered analytics core,Analytics,Brazil,India,CUST-10277,PROD-11678
ORD-40416,"Terry, Robertson and Pruitt",2025-06-03,Returned,2818,25,NetConnect,48-port managed switch,Storage,USA,India,CUST-10092,PROD-11207
ORD-44247,"Roberson, Lewis and Mills",2024-11-02,Returned,24647,39,DataSphere,48-port managed switch,AI Solutions,Australia,Singapore,CUST-10552,PROD-11399
ORD-42174,"Garcia, Marshall and Gibson",2024-12-03,In Progress,20909,12,Insight360,AI-powered analytics core,Networking,UK,UAE,CUST-10784,PROD-11221
ORD-41457,Walker-Shea,2025-05-28,Cancelled,7462,21,CoreAnalytics,Wi‑Fi 6 access point,Analytics,Brazil,UAE,CUST-10812,PROD-11107
ORD-40747,Jackson-Fowler,2025-08-01,Shipped,16937,9,CoreAnalytics,AI-powered analytics core,Analytics,USA,Australia,CUST-10453,PROD-11277
ORD-40018,Black Ltd,2025-04-26,Delivered,16784,26,CloudEdge,High-speed enterprise router,Cloud Infra,India,India,CUST-10898,PROD-11501
ORD-41201,"Montoya, Wilson and Jones",2024-09-07,Shipped,1935,21,DataSphere,High-speed enterprise router,Security,Germany,Australia,CUST-10905,PROD-11689
ORD-41700,Baker Inc,2025-06-01,In Progress,24091,4,NetConnect,Next-gen firewall,AI Solutions,Singapore,Australia,CUST-10329,PROD-11355
ORD-43254,Jordan-Lee,2025-05-03,Returned,16759,1,CloudEdge,Wi‑Fi 6 access point,Networking,UAE,Germany,CUST-10083,PROD-11845
ORD-40597,"Fernandez, Williams and Johnson",2025-05-21,Shipped,21523,15,DataSphere,48-port managed switch,Cloud Infra,Singapore,Germany,CUST-10211,PROD-11757
ORD-43227,Walker-Shea,2025-06-24,Shipped,13134,22,Insight360,Next-gen firewall,AI Solutions,USA,Singapore,CUST-10622,PROD-11227
ORD-44406,"Richardson, Smith and Rodriguez",2025-07-12,Delivered,19803,29,Insight360,Wi‑Fi 6 access point,Networking,UAE,UK,CUST-10732,PROD-11023
ORD-44720,Smith-Morton,2025-02-19,Delivered,7539,13,DataSphere,Wi‑Fi 6 access point,Wireless,India,India,CUST-10547,PROD-11622
ORD-41506,Palmer-Barrett,2025-04-25,Shipped,21635,19,DataSphere,Hybrid cloud gateway,Cloud Infra,Germany,UAE,CUST-10735,PROD-11883
ORD-41413,Davis-Doyle,2025-06-02,Shipped,5622,37,CoreAnalytics,High-speed enterprise router,Networking,Brazil,Singapore,CUST-10748,PROD-11770
ORD-41966,"Mcguire, Hines and Johnson",2024-10-18,Shipped,19614,10,NetConnect,48-port managed switch,Analytics,Brazil,Brazil,CUST-10688,PROD-11188
ORD-40372,Cruz-Mckenzie,2024-11-21,In Progress,6807,19,Insight360,AI-powered analytics core,Security,USA,UK,CUST-10513,PROD-11487
ORD-41341,Hernandez-Vargas,2025-05-22,Cancelled,24495,47,NetConnect,Next-gen firewall,Wireless,Australia,India,CUST-10572,PROD-11142
ORD-40599,Allen Ltd,2025-06-01,Shipped,24119,43,CloudEdge,Wi‑Fi 6 access point,AI Solutions,UK,UAE,CUST-10826,PROD-11947
ORD-40239,Ray Inc,2024-10-03,Delivered,10431,3,CloudEdge,48-port managed switch,Storage,UK,UK,CUST-10821,PROD-11252
ORD-43401,Scott-Newman,2025-02-22,Cancelled,18984,6,DataSphere,AI-powered analytics core,AI Solutions,Singapore,Germany,CUST-10637,PROD-11882
ORD-42068,Martinez Ltd,2025-03-10,Returned,23820,45,NetConnect,Wi‑Fi 6 access point,Analytics,Brazil,UK,CUST-10356,PROD-11802
ORD-40811,Singh-Miller,2024-09-28,Cancelled,11491,2,CloudEdge,48-port managed switch,Security,UK,Australia,CUST-10266,PROD-11905
ORD-41095,Lane-Garner,2024-12-05,Cancelled,14551,14,Insight360,Hybrid cloud gateway,Networking,India,USA,CUST-10107,PROD-11479
ORD-44325,Watson PLC,2024-10-11,Cancelled,4766,39,CoreAnalytics,Hybrid cloud gateway,Wireless,UAE,Australia,CUST-10013,PROD-11447
ORD-44761,"Curtis, Johnson and Kemp",2025-02-01,In Progress,8016,2,Insight360,Hybrid cloud gateway,Cloud Infra,India,Singapore,CUST-10238,PROD-11487
ORD-43677,"Brooks, Ho and Carr",2025-02-18,Shipped,5596,50,NetConnect,48-port managed switch,Storage,USA,USA,CUST-10744,PROD-11127
ORD-43465,Santana Group,2025-06-23,Delivered,5171,32,CloudEdge,AI-powered analytics core,Wireless,Brazil,Germany,CUST-10566,PROD-11263
ORD-43104,Gutierrez LLC,2025-01-11,Cancelled,3881,41,CloudEdge,AI-powered analytics core,Security,Australia,Australia,CUST-10048,PROD-11462
ORD-42750,"Davis, Martin and Miller",2025-01-03,In Progress,19243,13,DataSphere,Next-gen firewall,Storage,Germany,Australia,CUST-10639,PROD-11010
ORD-42296,"Woods, Kelly and Richardson",2025-02-07,In Progress,17476,28,DataSphere,Next-gen firewall,Cloud Infra,Australia,India,CUST-10054,PROD-11370
ORD-44193,Harris-Walsh,2024-12-21,In Progress,23561,7,NetConnect,Next-gen firewall,Networking,Australia,Brazil,CUST-10218,PROD-11103
ORD-43709,Patterson-Dennis,2025-05-29,Shipped,8826,21,CoreAnalytics,High-speed enterprise router,Security,India,Singapore,CUST-10486,PROD-11167
ORD-43019,"Lewis, Johnson and Gilmore",2025-08-31,Cancelled,5758,38,NetConnect,Wi‑Fi 6 access point,Cloud Infra,UK,Brazil,CUST-10651,PROD-11195
ORD-44253,Kennedy-Delgado,2024-09-17,In Progress,22495,50,DataSphere,Next-gen firewall,Analytics,Australia,Brazil,CUST-10965,PROD-11923
ORD-40804,Bartlett PLC,2025-03-19,Returned,9914,11,Insight360,Next-gen firewall,AI Solutions,Germany,Singapore,CUST-10918,PROD-11557
ORD-44191,"Garcia, Marshall and Gibson",2025-02-20,In Progress,14159,35,NetConnect,Hybrid cloud gateway,Networking,Australia,Germany,CUST-10335,PROD-11963
ORD-43706,"Clay, Schroeder and Rojas",2025-05-26,Returned,17882,14,CoreAnalytics,Next-gen firewall,Security,UK,UK,CUST-10932,PROD-11759
ORD-40752,"Gonzales, Allen and Carpenter",2025-08-27,Cancelled,4211,32,CoreAnalytics,High-speed enterprise router,Wireless,UK,Brazil,CUST-10132,PROD-11793
ORD-44645,Brooks LLC,2025-01-03,Cancelled,16771,3,NetConnect,Next-gen firewall,Storage,Brazil,Germany,CUST-10679,PROD-11126
ORD-42532,"Duncan, Powers and Thompson",2024-12-20,Cancelled,22121,14,NetConnect,Next-gen firewall,Wireless,UK,UAE,CUST-10819,PROD-11491
ORD-40622,Dunn-Anderson,2025-06-16,Cancelled,11054,27,NetConnect,Hybrid cloud gateway,Wireless,USA,Brazil,CUST-10659,PROD-11174
ORD-42298,"Johnson, Holt and Williamson",2025-03-17,Delivered,12570,37,NetConnect,High-speed enterprise router,Analytics,Brazil,Germany,CUST-10632,PROD-11420
ORD-43829,Evans-Mora,2024-12-02,Returned,5670,32,Insight360,Next-gen firewall,Storage,UK,Germany,CUST-10794,PROD-11922
ORD-40567,"Grant, Johnson and Jordan",2025-05-04,In Progress,9304,39,Insight360,48-port managed switch,Analytics,Australia,Singapore,CUST-10220,PROD-11004
ORD-41136,Bautista Ltd,2025-01-17,Cancelled,3831,35,Insight360,Hybrid cloud gateway,Cloud Infra,USA,USA,CUST-10878,PROD-11617
ORD-41205,"Johnson, Ortega and Solomon",2024-12-29,Cancelled,20870,10,DataSphere,AI-powered analytics core,Networking,USA,Singapore,CUST-10750,PROD-11499
ORD-41048,Arroyo PLC,2024-12-08,Returned,8779,1,NetConnect,High-speed enterprise router,AI Solutions,Germany,India,CUST-10390,PROD-11335
ORD-40052,Harris Group,2025-02-10,Returned,23355,22,DataSphere,AI-powered analytics core,AI Solutions,Australia,India,CUST-10246,PROD-11683
ORD-43652,"Howard, Morris and Patterson",2025-02-23,Delivered,9208,12,DataSphere,48-port managed switch,Networking,Singapore,UK,CUST-10762,PROD-11266
ORD-41045,Moss LLC,2024-12-24,Returned,4390,19,CloudEdge,High-speed enterprise router,Networking,UK,Singapore,CUST-10888,PROD-11513
ORD-42182,Anderson Inc,2025-01-05,Returned,8486,18,Insight360,Next-gen firewall,Storage,UK,USA,CUST-10323,PROD-11998
ORD-42689,Frazier-Goodman,2025-05-29,Returned,19854,18,CloudEdge,Wi‑Fi 6 access point,Cloud Infra,UAE,Germany,CUST-10278,PROD-11840
ORD-40535,"Campbell, Clark and Reese",2025-07-28,Returned,6073,10,CoreAnalytics,High-speed enterprise router,Wireless,Brazil,India,CUST-10589,PROD-11770
ORD-43185,"Beasley, Mills and Vazquez",2025-05-25,Shipped,4180,23,Insight360,Wi‑Fi 6 access point,Security,Germany,Brazil,CUST-10555,PROD-11848
ORD-43858,Thomas Group,2025-03-30,Shipped,5574,23,CloudEdge,Hybrid cloud gateway,Networking,Australia,USA,CUST-10501,PROD-11125
ORD-40444,Barry-Garcia,2024-11-23,Returned,11256,26,Insight360,Hybrid cloud gateway,Cloud Infra,Brazil,Germany,CUST-10762,PROD-11955
ORD-43605,Lane-Garner,2024-10-13,Cancelled,1504,27,NetConnect,AI-powered analytics core,Security,Brazil,Germany,CUST-10223,PROD-11179
ORD-40196,"Brooks, Ho and Carr",2025-03-29,Returned,1300,36,DataSphere,Wi‑Fi 6 access point,Analytics,Brazil,UAE,CUST-10751,PROD-11952
ORD-41116,Thompson-Atkinson,2025-07-01,Shipped,18701,40,DataSphere,AI-powered analytics core,AI Solutions,Germany,UK,CUST-10539,PROD-11799
ORD-40766,Murray LLC,2025-05-19,In Progress,23485,9,CoreAnalytics,Next-gen firewall,Analytics,India,Australia,CUST-10459,PROD-11087
ORD-41946,"Valdez, Pittman and Gordon",2024-11-17,Cancelled,11526,11,Insight360,48-port managed switch,Networking,USA,Singapore,CUST-10406,PROD-11403
ORD-43248,"Aguilar, Love and Graham",2024-11-20,In Progress,6840,31,CoreAnalytics,48-port managed switch,Security,Singapore,USA,CUST-10557,PROD-11896
ORD-43003,Williams and Sons,2024-10-14,Delivered,9549,46,DataSphere,AI-powered analytics core,Storage,Brazil,Germany,CUST-11000,PROD-11706
ORD-41433,Osborn-Sharp,2024-12-04,Returned,5808,14,NetConnect,Next-gen firewall,Wireless,USA,USA,CUST-10278,PROD-11190
ORD-44201,Sanchez and Sons,2025-06-21,In Progress,6947,9,DataSphere,High-speed enterprise router,Security,India,UK,CUST-10212,PROD-11305
ORD-43096,Phillips Group,2024-12-28,Cancelled,11958,46,Insight360,48-port managed switch,Wireless,UK,USA,CUST-10911,PROD-11453
ORD-42923,Baird-Krause,2025-03-23,In Progress,16165,24,NetConnect,Next-gen firewall,Analytics,UAE,UK,CUST-10861,PROD-11463
ORD-40645,Watson-Small,2024-11-17,Shipped,16714,30,CloudEdge,AI-powered analytics core,Storage,Australia,Brazil,CUST-10902,PROD-11323
ORD-41050,Gordon PLC,2025-02-13,Delivered,13868,36,Insight360,Hybrid cloud gateway,Analytics,USA,UK,CUST-10335,PROD-11836
ORD-43746,Porter-Johnson,2024-12-21,Cancelled,6764,38,Insight360,AI-powered analytics core,Cloud Infra,Singapore,UK,CUST-10228,PROD-11624
ORD-44094,Reid-Bowman,2024-11-29,Returned,5451,2,Insight360,48-port managed switch,Security,Brazil,India,CUST-10409,PROD-11030
ORD-44404,Myers Ltd,2025-08-31,Cancelled,19884,30,CoreAnalytics,High-speed enterprise router,Analytics,USA,UK,CUST-10165,PROD-11159
ORD-40121,Watkins Ltd,2025-01-12,Cancelled,5128,17,DataSphere,Next-gen firewall,Cloud Infra,Germany,Brazil,CUST-10681,PROD-11817
ORD-42053,Brennan-Brown,2025-08-31,Returned,19856,38,DataSphere,Hybrid cloud gateway,Security,Australia,India,CUST-10311,PROD-11065
ORD-44259,Gardner Inc,2025-02-07,Cancelled,23688,14,Insight360,Next-gen firewall,Networking,UK,UAE,CUST-10535,PROD-11792
ORD-44889,Morris PLC,2025-07-16,Cancelled,11194,11,CoreAnalytics,48-port managed switch,Storage,USA,India,CUST-10760,PROD-11019
ORD-44335,Jackson-Sherman,2024-12-18,In Progress,20194,7,Insight360,Hybrid cloud gateway,Storage,India,Singapore,CUST-10178,PROD-11626
ORD-44692,Barker PLC,2025-05-20,Returned,23423,8,Insight360,High-speed enterprise router,Analytics,Brazil,Brazil,CUST-10090,PROD-11322
ORD-40135,"Cole, Barron and Smith",2025-02-05,In Progress,18315,17,CoreAnalytics,AI-powered analytics core,Networking,UAE,Singapore,CUST-10539,PROD-11107
ORD-42461,"Waters, Dickson and Cox",2024-09-13,Cancelled,20754,13,Insight360,AI-powered analytics core,Analytics,Germany,Australia,CUST-10219,PROD-11047
ORD-41955,"Parrish, Miller and Cooper",2025-07-19,Cancelled,15281,14,DataSphere,Next-gen firewall,Cloud Infra,Australia,Australia,CUST-10714,PROD-11282
ORD-42464,Miller Ltd,2025-06-09,Shipped,18646,19,CloudEdge,Wi‑Fi 6 access point,Networking,Singapore,Australia,CUST-10053,PROD-11807
ORD-40185,"Martin, Stevenson and Meadows",2025-05-05,Returned,6389,42,CloudEdge,AI-powered analytics core,Wireless,UAE,USA,CUST-10948,PROD-11977
ORD-41393,Reynolds-Woods,2024-11-08,Shipped,13485,3,Insight360,Wi‑Fi 6 access point,Security,India,USA,CUST-10542,PROD-11950
ORD-42277,"Wolfe, Williams and Evans",2025-02-09,Shipped,16089,12,DataSphere,Wi‑Fi 6 access point,Networking,Brazil,UK,CUST-10627,PROD-11249
ORD-40512,Foster-Blair,2025-06-11,Shipped,1028,10,Insight360,Hybrid cloud gateway,Cloud Infra,Germany,UK,CUST-10248,PROD-11961
ORD-44730,Short Group,2025-01-01,In Progress,23332,41,DataSphere,Wi‑Fi 6 access point,Cloud Infra,Australia,USA,CUST-10653,PROD-11647
ORD-44055,"Jimenez, Rubio and Jimenez",2025-07-18,Returned,8112,23,NetConnect,AI-powered analytics core,Cloud Infra,Singapore,Singapore,CUST-10116,PROD-11697
ORD-43138,Hall-Anderson,2025-02-02,Cancelled,7953,43,CloudEdge,High-speed enterprise router,Storage,Singapore,Brazil,CUST-10854,PROD-11909
ORD-42670,"Green, Hudson and Lara",2025-04-14,In Progress,9157,11,Insight360,Hybrid cloud gateway,AI Solutions,UK,Australia,CUST-10438,PROD-11487
ORD-44774,Green-Hoffman,2025-06-23,Cancelled,3813,14,CloudEdge,Next-gen firewall,Analytics,Brazil,Australia,CUST-10614,PROD-11228
ORD-44862,"Pruitt, Johnson and Hoffman",2025-03-11,Shipped,23062,14,Insight360,High-speed enterprise router,Networking,Singapore,UK,CUST-10202,PROD-11316
ORD-42118,"Spears, Decker and Chavez",2024-11-12,In Progress,9926,7,Insight360,High-speed enterprise router,Security,UK,Singapore,CUST-10096,PROD-11231
ORD-40252,Bryant-Lawson,2025-08-08,Shipped,6730,26,CloudEdge,Wi‑Fi 6 access point,Wireless,USA,USA,CUST-10506,PROD-11525
